Chr	Start	End	DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2
chr4	160049785	160050204	1	419	184.248	0.439732	228.846	0.546171	87.2867	0.208321	156.1	0.372554	5.3842	0.0128501	0	0
chr4	161107057	161107867	1	810	89.5376	0.11054	0	0	134.041	0.165482	300.2	0.506239	3.56028	0.00439541	0	0
chr4	161275720	161276487	1	767	114.98	0.149909	66.3616	0.086521	0	0	345.4	0.450326	14.9488	0.01949	0	0
chr4	163212972	163214543	1	1571	40.5826	0.0258323	172.321	0.109689	326.589	0.207886	385	0.245067	32.6043	0.0207539	52.2415	0.0332537
chr4	163373429	163374686	1	1257	186.903	0.148689	104.02	0.0827524	110.951	0.0882666	327.5	0.260541	17.0573	0.0135698	29.7426	0.0236616
chr4	163578211	163579099	1	888	0	0	149.118	0.167925	0	0	83.9	0.094482	11.8336	0.0133261	0	0
chr4	168143543	168144712	1	1169	0	0	154.52	0.132181	275.425	0.235607	95.6	0.0817793	26.1404	0.0223613	50.0348	0.0428014
chr4	168708646	168709293	1	647	0	0	0	0	0	0	58.4	0.0902628	4.41388	0.00682207	1.87091	0.00289167
chr4	168825981	168826748	1	767	0	0	0	0	0	0	4.6	0.00599739	4.55249	0.00593546	15.495	0.020202
chr4	169714210	169714687	1	477	112.174	0.235166	0	0	0	0	564.4	1.5172	3.48733	0.00731095	3.9337	0.00824676
chr4	170066638	170067417	1	779	7.4817	0.00960424	36.6174	0.0470057	0	0	91.9	0.122861	8.65995	0.0111168	0	0
chr4	171938056	171938807	1	751	180.088	0.239798	128.532	0.171147	0	0	44.6	0.0593875	10.6663	0.0142027	6.71608	0.00894285
chr4	176355257	176356622	1	1365	53.398	0.0391194	75.066	0.0549934	110.951	0.0812829	0	0	10.2869	0.00753618	29.5987	0.0216841
chr4	177728557	177729342	1	785	105.738	0.134698	459.72	0.585631	0	0	78.7	0.100255	15.7368	0.0200468	27.8238	0.0354443
chr4	177845521	177846280	1	759	140.677	0.185346	118.892	0.156643	0	0	376.4	0.495916	10.4182	0.0137262	13.4322	0.0176972
chr4	179874464	179875264	1	800	129.337	0.161672	237.805	0.297256	57.8353	0.0722941	70.5	0.088125	26.4249	0.0330311	14.3916	0.0179895
chr4	183542526	183543089	1	563	394.122	0.700039	249.96	0.443978	20.6599	0.036696	325.7	0.578508	13.3365	0.0236882	9.69035	0.017212
chr4	183754282	183755799	1	1517	93.7849	0.0618226	88.1785	0.0581269	0	0	0	0	14.8175	0.00976763	7.67552	0.00505967
chr4	185293672	185294578	1	906	465.166	0.513429	133.301	0.147131	0	0	63.5	0.0700883	18.5675	0.0204939	40.2485	0.0444244
chr4	187353564	187355447	1	1883	0	0	0	0	0	0	0	0	0	0	0	0
chr4	187846841	187847697	1	856	105.738	0.123526	237.785	0.277786	0	0	10	0.0116822	13.9493	0.0162959	6.71608	0.00784589
chr4	190572817	190573837	1	1020	26.1994	0.0256857	4.00904	0.00393043	17.4401	0.0170982	804.3	1.76382	0.379375	0.000371936	0	0
chr4	191043050	191044317	1	1267	134.344	0.166268	0	0	104.277	0.148966	911.8	0.85615	92.7644	0.0732158	185.028	0.146036
chr5	648328	650167	1	1839	518.649	0.282028	0	0	0	0	507.5	0.482873	5.64685	0.00307061	23.0266	0.0125212
chr5	1199088	1199891	1	803	230.197	0.286671	889.044	1.10715	151.61	0.188804	370.8	0.461768	1.16731	0.00145368	20.4361	0.0254497
chr5	1272744	1273816	1	1072	0	0	0	0	0	0	89.6	0.514943	13.2198	0.0123319	0	0
chr5	1307067	1308259	1	1192	105.738	0.0887063	206.517	0.173253	0	0	0	0	14.5184	0.0121798	7.67552	0.00643919
chr5	1327557	1328294	1	737	81.1335	0.110086	0	0	25.2509	0.0342618	993.4	2.90468	1.37159	0.00186104	0	0
chr5	2225577	2226915	1	1338	40.9522	0.030607	20.7816	0.0155318	48.5286	0.0362695	317.6	0.250473	7.19352	0.00537632	14.7754	0.0110429
chr5	3323292	3324914	1	1622	597.359	0.368285	1141.58	0.703809	486.927	0.300202	2807.9	1.73113	84.71	0.0522256	65.146	0.040164
chr5	3445671	3446847	1	1176	438.017	0.372464	237.785	0.202198	0	0	674.9	0.573895	0.452332	0.000384636	0	0
chr5	4579068	4579580	1	512	45.2132	0.088307	57.7269	0.112748	0	0	332.9	0.650195	2.58996	0.00505851	1.67902	0.00327934
chr5	5168474	5169066	1	592	97.4628	0.164633	231.842	0.391625	0	0	100.4	0.169595	1.02139	0.00172533	1.5351	0.00259308
chr5	5705936	5706606	1	670	0	0	103.139	0.153939	0	0	136.1	0.203134	8.39002	0.0125224	21.9712	0.0327928
chr5	7385090	7385685	1	595	0	0	183.727	0.308785	191.278	0.321476	85.6	0.143866	4.01261	0.00674389	7.67552	0.0129
chr5	8619375	8620284	1	909	317.215	0.348971	600.892	0.661047	242.685	0.26698	371.7	0.408911	6.62446	0.00728764	23.4583	0.0258067
chr5	8620968	8621501	1	533	105.738	0.198383	200.374	0.375935	110.951	0.208163	5	0.00938086	17.816	0.0334259	0	0
chr5	11880581	11881169	1	588	115.878	0.197072	237.797	0.404416	22.9554	0.0390398	689.8	1.73753	6.04081	0.0102735	6.90797	0.0117482
chr5	12694864	12695536	1	672	239.06	0.355744	148.615	0.221154	0	0	329.9	0.490923	5.78546	0.00860932	0	0
chr5	17051372	17052382	1	1010	0	0	237.785	0.23543	0	0	116.2	0.11505	4.23149	0.00418959	7.67552	0.00759952
chr5	17526158	17526583	1	425	0	0	0	0	0	0	0	0	2.1887	0.00514987	6.71608	0.0158025
chr5	18096717	18097475	1	758	437.585	0.577289	65.3911	0.086268	110.951	0.146373	166.3	0.294858	3.85211	0.00508194	0	0
chr5	18443949	18444703	1	754	105.738	0.140236	237.785	0.315364	0	0	333.8	0.442706	3.03499	0.00402519	0	0
chr5	20151897	20152702	1	805	105.738	0.131351	0	0	62.8034	0.0780167	86.7	0.107702	11.2353	0.0139569	7.67552	0.00953481
chr5	20501309	20501723	1	414	74.4763	0.179894	118.892	0.28718	0	0	0	0	3.51651	0.008494	0	0
chr5	21479574	21480197	1	623	0	0	0	0	0	0	103.8	6.4875	6.41289	0.0102936	16.9341	0.0271816
chr5	21710186	21711904	1	1718	298.221	0.173586	0	0	90.2075	0.0525073	199.4	0.237381	4.22419	0.00245878	0.911468	0.00053054
chr5	23633071	23634018	1	947	445.019	0.469925	118.892	0.125546	110.951	0.117161	316.4	0.334108	8.37543	0.00884417	14.3916	0.0151971
chr5	25203387	25204211	1	824	0	0	98.0862	0.119037	0	0	144.2	0.175	5.64684	0.00685297	10.4579	0.0126916
chr5	25277519	25278502	1	983	105.738	0.107567	118.892	0.120949	110.951	0.11287	308.2	0.31353	3.66972	0.00373318	48.9314	0.0497777
chr5	25483156	25484518	1	1362	11.953	0.00877605	123.317	0.0905411	350.501	0.257343	297.3	0.218282	15.2698	0.0112113	29.7426	0.0218375
chr5	28231532	28232945	1	1413	0	0	118.892	0.0841418	87.9919	0.0622731	108.5	0.076787	7.63126	0.00540075	13.4322	0.00950613
chr5	28618208	28619831	1	1623	0	0	0	0	110.951	0.0683617	146.6	0.0903266	7.52183	0.00463452	32.2372	0.0198627
chr5	28966941	28967487	1	546	105.738	0.193659	137.717	0.252229	0	0	528.6	0.968132	10.7246	0.0196422	25.0414	0.0458634
chr5	30353221	30353846	1	625	31.5054	0.0504087	25.76	0.041216	0	0	202.9	0.32464	1.32052	0.00211283	0	0
chr5	32002687	32003679	1	992	1014.19	1.02237	756.807	0.762911	199.557	0.201167	375.8	0.378831	45.7001	0.0460686	55.6475	0.0560963
chr5	33848977	33849970	1	993	266.204	0.26808	0	0	116.568	0.11739	0	0	31.4808	0.0317027	76.3714	0.0769098
chr5	38820673	38822306	1	1633	283.18	0.173411	265.495	0.162581	140.892	0.086278	1492.5	1.07143	65.661	0.0402088	96.9035	0.0593408
chr5	39069060	39070194	1	1134	1716.62	1.51377	316.5	0.2791	200.451	0.176765	808.9	0.713316	19.1292	0.0168688	29.2629	0.0258051
chr5	39070390	39072356	1	1966	2574.83	1.30968	252.254	0.128308	895.272	0.455377	1132.1	0.619989	38.7765	0.0197235	50.4186	0.0256453
chr5	40827423	40829818	1	2395	11014.8	4.5991	368.321	0.153787	814.77	0.340196	964.2	0.402589	182.384	0.0761521	316.375	0.132098
chr5	42678841	42679528	1	687	0	0	0	0	84.4866	0.122979	335.6	0.488501	9.48436	0.0138055	32.8129	0.0477625
chr5	43579274	43580122	1	848	704.422	0.830686	0	0	2.61664	0.00308566	69.3	0.0817217	11.0456	0.0130255	14.6315	0.0172541
chr5	46094593	46096167	1	1574	108.992	0.0692453	479.529	0.304656	264.528	0.168061	2948.1	1.873	5.39878	0.00342998	22.0671	0.0140198
chr5	46321821	46323222	1	1401	254.018	0.181312	184.716	0.131846	221.902	0.158388	1887.7	1.34739	19.0928	0.013628	13.4322	0.00958755
chr5	46323539	46327100	1	3561	870.881	0.244561	731.862	0.205521	371.367	0.104287	12150.7	3.41216	61.4733	0.0172629	112.542	0.0316041
chr5	46327503	46327989	1	486	26.6643	0.0548649	82.6888	0.170142	88.8036	0.182724	527.2	1.08477	6.21591	0.0127899	7.67552	0.0157933
chr5	46328809	46329865	1	1056	45.1093	0.0427171	62.8512	0.0595182	34.9376	0.0330849	1261.4	1.19451	11.7022	0.0110817	43.1748	0.0408853
chr5	46368645	46370034	1	1389	206.203	0.148454	162.486	0.116981	0	0	268	0.192945	46.2399	0.0332901	116.092	0.0835798
chr5	46377692	46378271	1	579	55.4184	0.095714	30.1837	0.0521307	58.6468	0.10129	1265.5	2.18566	7.33214	0.0126635	51.6179	0.0891501
chr5	46395465	46396185	1	720	125.047	0.173676	0	0	0	0	1777.8	2.46917	3.93966	0.00547175	22.0671	0.0306488
chr5	49408502	49412605	1	4103	0	0	0	0	0	0	127.6	0.664583	8.60888	0.00209819	13.4322	0.00327374
chr5	49415167	49417325	1	2158	0	0	0	0	0	0	0	0	0	0	0	0
chr5	49420198	49425796	1	5598	0	0	0	0	0	0	0	0	2.1887	0.000390979	0	0
chr5	49426233	49428000	1	1767	0	0	0	0	0	0	0	0	0	0	0	0
chr5	49428456	49431070	1	2614	0	0	0	0	0	0	1630.1	4.24505	4.5233	0.00173041	50.3706	0.0192695
chr5	49431344	49432547	1	1203	0	0	0	0	0	0	1688.3	16.079	1.02139	0.000849039	0	0
chr5	49436553	49437939	1	1386	0	0	0	0	0	0	8613.1	17.2607	74.5179	0.0537648	135.953	0.09809
chr5	49439095	49441120	1	2025	105.738	0.0522162	237.785	0.117425	0	0	15269.6	12.7886	51.6533	0.0255078	101.461	0.0501041
chr5	49460039	49461465	1	1426	190.863	0.133845	0	0	0	0	2973.3	2.08506	15.2188	0.0106723	25.2333	0.0176952
chr5	49475547	49476618	1	1071	269.828	0.25194	136.477	0.12743	86.243	0.0805257	1140.3	1.06471	21.5952	0.0201636	26.7204	0.024949
chr5	49533461	49535419	1	1958	26.6643	0.0136182	251.694	0.128547	221.043	0.112892	4046.4	2.0666	24.8928	0.0127134	67.5446	0.0344967
chr5	49544860	49545840	1	980	124.104	0.126637	268.214	0.273688	92.3592	0.0942441	1068.7	1.09051	11.0529	0.0112785	19.4287	0.0198252
chr5	49547401	49547970	1	569	0	0	0	0	42.199	0.0741635	1400.3	2.46098	1.63423	0.00287211	27.8238	0.0488994
chr5	50830981	50832500	1	1519	317.214	0.208831	0	0	61.9796	0.0408029	0	0	9.01014	0.00593163	13.4322	0.00884277
chr5	51835967	51836569	1	602	86.4292	0.14357	206.082	0.34233	0	0	26	0.0677083	1.29863	0.00215719	0	0
chr5	53714688	53715556	1	868	123.782	0.142606	888.453	1.02356	110.951	0.127824	1968.6	2.26797	22.1278	0.0254928	5.27692	0.0060794
chr5	53809219	53810325	1	1106	143.365	0.129624	201.35	0.182052	6.23376	0.00563631	81.8	0.101489	7.38322	0.0066756	14.9673	0.0135328
chr5	54442666	54443506	1	840	89.68	0.106762	53.5172	0.063711	0	0	6157.8	8.75932	18.2173	0.0216873	21.9232	0.0260991
chr5	57988850	57989393	1	543	58.8455	0.108371	45.5754	0.0839326	71.9269	0.132462	329.3	0.606446	3.1809	0.00585802	15.351	0.0282708
chr5	58025371	58025932	1	561	98.8223	0.176154	207.088	0.36914	0	0	0	0	7.79177	0.0138891	19.5246	0.0348032
chr5	60057358	60057977	1	619	241.62	0.390339	143.581	0.231957	0	0	731.5	1.18174	32.4293	0.0523898	167.614	0.270782
chr5	60729612	60730213	1	601	48.7314	0.0810838	154.56	0.257172	0	0	27.5	0.0457571	9.23631	0.0153682	14.3916	0.0239461
chr5	65817952	65818777	1	825	57.5249	0.0697271	348.305	0.422188	0	0	147.8	0.221922	1.83851	0.00222849	2.49454	0.00302369
chr5	66376472	66377182	1	710	81.684	0.115048	210.006	0.295782	177.144	0.249498	644	0.907042	2.28354	0.00321626	11.993	0.0168916
chr5	68673204	68673587	1	383	366.866	0.957874	0	0	0	0	57.6	0.150392	0.911957	0.00238109	0	0
chr5	69469638	69470516	1	878	0	0	0	0	0	0	0	0	0	0	0	0
chr5	69745899	69746606	1	707	0	0	0	0	0	0	0	0	5.25288	0.00742981	0	0
chr5	69809462	69809966	1	504	0	0	0	0	0	0	0	0	0	0	0	0
chr5	70114596	70115176	1	580	0	0	0	0	0	0	0	0	0	0	0	0
chr5	70470088	70470658	1	570	0	0	0	0	0	0	0	0	0	0	0	0
chr5	72311822	72312579	1	757	105.738	0.13968	201.148	0.265718	0	0	1186.5	2.52985	0.751454	0.000992674	0	0
chr5	74322904	74323555	1	651	13.0561	0.0200555	82.8777	0.127308	121.493	0.186625	474.8	0.729339	6.00433	0.00922324	6.76405	0.0103902
chr5	79947682	79948528	1	846	1284.85	1.51873	71.8087	0.0848802	80.5066	0.0951614	465.5	0.635061	284.56	0.33636	1503.06	1.77667
chr5	81572946	81574012	1	1066	1659.5	1.55675	118.892	0.111531	116418	109.21	0	0	359.297	0.337051	171.308	0.160702
chr5	83081956	83082564	1	608	0	0	95.0045	0.156257	0	0	96.2	0.158224	13.9639	0.022967	23.0266	0.0378726
chr5	84511599	84512019	1	420	105.738	0.251757	0	0	0	0	28.7	0.0683333	2.81612	0.00670506	0	0
chr5	85350862	85351757	1	895	105.738	0.118143	387.411	0.432862	0	0	136.6	0.152626	4.74218	0.00529853	19.7645	0.0220832
chr5	86582560	86584018	1	1458	760.396	0.521534	0	0	79.5787	0.0545807	305.9	0.209808	5.00482	0.00343266	39.7208	0.0272434
chr5	88095894	88098184	1	2290	13298.7	5.80728	887.672	0.38763	558.937	0.244077	1666.3	0.727642	87.3802	0.0381573	126.118	0.0550736
chr5	89727673	89728486	1	813	92.5857	0.113882	0	0	0	0	286.5	0.375984	1.78014	0.0021896	23.6022	0.029031
chr5	90513668	90514111	1	443	5.10229	0.0115176	421.661	0.951831	84.0051	0.189628	0	0	4.50143	0.0101612	2.20671	0.00498129
chr5	91416667	91417808	1	1141	166.606	0.146018	236.789	0.207528	236.481	0.207258	380	0.333041	15.3136	0.0134212	51.1382	0.0448187
chr5	94289217	94290092	1	875	166.471	0.190252	164.912	0.188471	110.951	0.126801	111.3	0.1272	10.0242	0.0114563	0	0
chr5	99192246	99193433	1	1187	27.5838	0.0232382	0	0	0	0	0	0	1.72907	0.00145668	7.67552	0.00646632
chr5	99381641	99390897	1	9256	3369.68	0.364053	5237.57	0.565857	1485.71	0.160513	6612.1	0.720743	3861.77	0.417218	19696.9	2.12802
chr5	99828483	99829592	1	1109	0	0	230.861	0.20817	110.951	0.100046	5.9	0.00532011	5.14344	0.00463791	57.2306	0.0516056
chr5	100645482	100646113	1	631	105.738	0.167572	118.892	0.188419	0	0	127.6	0.300235	3.76456	0.00596602	0	0
chr5	104002100	104002911	1	811	5.51676	0.00680242	118.892	0.1466	8.41698	0.0103785	61.9	0.0898403	2.1887	0.00269877	19.0929	0.0235424
chr5	104039017	104039688	1	671	62.5233	0.0931793	121.868	0.181621	49.7367	0.0741232	199.6	0.297466	3.356	0.00500149	13.4322	0.0200181
chr5	107045441	107046039	1	598	202.541	0.338697	110.028	0.183994	0	0	0	0	4.34822	0.00727126	7.67552	0.0128353
chr5	108959200	108960385	1	1185	0	0	0	0	110.951	0.0936296	0	0	1.02139	0.000861936	0	0
chr5	112922334	112923675	1	1341	713.898	0.532362	237.785	0.177319	189.12	0.141029	3.9	0.00456674	15.8754	0.0118385	6.71608	0.00500826
chr5	117409064	117409736	1	672	94.5744	0.140736	400.736	0.596334	73.8046	0.109828	352.5	0.524554	7.02572	0.0104549	14.3916	0.0214161
chr5	117773632	117774551	1	919	105.738	0.115058	314.083	0.341766	0	0	0	0	3.34871	0.00364386	27.44	0.0298585
chr5	119819712	119820846	1	1134	105.738	0.0932433	221.932	0.195708	110.951	0.0978405	325.1	0.286684	6.96007	0.00613762	13.4322	0.0118449
chr5	122835546	122836041	1	495	479.098	0.967876	0	0	75.3025	0.152126	176.6	0.356768	10.5714	0.0213564	0	0
chr5	127875344	127876037	1	693	352.486	0.508638	385.379	0.556102	147.626	0.213025	100	0.1443	3.78645	0.00546386	16.3585	0.0236053
chr5	130863555	130864286	1	731	337.725	0.462004	0	0	49.9681	0.0683558	0	0	16.5466	0.0226355	7.77147	0.0106313
chr5	131184948	131185564	1	616	137.919	0.223894	406.247	0.659493	0	0	286.2	0.650455	6.74849	0.0109553	15.3511	0.0249205
chr5	131817665	131819869	1	2204	7840.69	3.55748	709.454	0.321894	339.686	0.154122	1418.4	0.787562	121.283	0.0550287	125.687	0.0570266
chr5	131820270	131822654	1	2384	21447.7	8.9965	703.519	0.2951	1199.34	0.503079	1222.6	0.526076	162.992	0.0683693	86.7814	0.0364016
chr5	134258998	134264433	1	5435	9712.15	1.78696	957.631	0.176197	372.667	0.068568	15836.6	2.95184	79849.2	14.6917	201071	36.9955
chr5	135092495	135094910	1	2415	528.69	0.218919	594.488	0.246165	110.951	0.0459425	278.9	0.115487	33.8519	0.0140173	29.9825	0.0124151
chr5	136457231	136457682	1	451	181.848	0.40321	90.3833	0.200406	0	0	0	0	2.58266	0.00572653	0	0
chr5	138272646	138274142	1	1496	4351.84	2.90898	300.171	0.200649	55.5205	0.0371126	619	0.41377	188.892	0.126265	187.571	0.125381
chr5	138630122	138630839	1	717	302.555	0.421973	252.623	0.352333	27090.6	37.7832	6677.2	9.31269	718.74	1.00243	510.614	0.712154
chr5	138722058	138722516	1	458	1605.81	3.50612	221.753	0.484177	958.217	2.09218	930.4	2.03144	46.2108	0.100897	26.8643	0.0586558
chr5	139928772	139929694	1	922	5748.24	6.23454	336.531	0.365001	226.18	0.245315	1294	1.40347	65.9528	0.0715323	64.9061	0.0703971
chr5	141019233	141020740	1	1507	4643.65	3.08139	717.661	0.476219	314.194	0.20849	1603.4	1.06397	152.144	0.100958	210.069	0.139396
chr5	141405485	141406302	1	817	130.805	0.160104	305.642	0.374103	89.7569	0.109862	0	0	6.06269	0.00742068	9.45048	0.0115673
chr5	142762942	142763495	1	553	1754.17	3.17209	195.661	0.353817	135.062	0.244235	140.3	0.253707	27.5849	0.0498823	44.2782	0.080069
chr5	142768875	142769841	1	966	1217.1	1.25993	336.271	0.348107	1371.8	1.42009	1331	1.37785	23.565	0.0243944	36.9385	0.0382386
chr5	145119948	145122035	1	2087	108.496	0.0519867	0	0	0	0	0	0	18.5602	0.00889323	27.8238	0.0133319
chr5	147591921	147592649	1	728	122.289	0.167979	223.934	0.307601	0	0	68.7	0.0943681	11.6147	0.0159543	8.25119	0.0113341
chr5	147837143	147837934	1	791	63.8001	0.0806575	15.8346	0.0200184	51.7205	0.0653862	665.1	0.840834	3.05688	0.00386458	14.8713	0.0188007
chr5	149034362	149035371	1	1009	427.079	0.42327	196.756	0.195001	208.334	0.206476	52.6	0.0521308	28.3583	0.0281053	40.5843	0.0402223
chr5	149778525	149779688	1	1163	3684.56	3.16815	217.587	0.187091	436.493	0.375317	8860.3	7.61849	2084.08	1.79199	834.809	0.717806
chr5	149780319	149782677	1	2358	17960.8	7.61694	465.586	0.197449	802.379	0.340279	1965.7	0.83363	1978.78	0.839175	1264.54	0.536277
chr5	149786948	149787407	1	459	4393.94	9.57284	204.48	0.445491	1840.41	4.0096	98.2	0.213943	218.644	0.476348	104.627	0.227945
chr5	149790363	149792317	1	1954	6493.21	3.32303	977.125	0.500064	153468	78.5406	2070.5	1.05962	3274.21	1.67564	1708	0.874102
chr5	149824898	149825672	1	774	2071.97	2.67696	32.6128	0.0421354	225.268	0.291044	640.8	0.827907	53.4189	0.0690166	62.1238	0.0802633
chr5	150401972	150403727	1	1755	3973.15	2.26391	645.426	0.367764	536.27	0.305567	1155.1	0.658177	155.215	0.0884418	155.141	0.0883997
chr5	150406786	150407443	1	657	3494.17	5.31837	311.163	0.473611	106.647	0.162324	105.6	0.160731	73.5184	0.1119	44.0383	0.0670294
chr5	151972578	151973081	1	503	130.206	0.258858	275.347	0.54741	0	0	1831.8	3.64175	10.0753	0.0200304	4.22154	0.00839272
chr5	156843746	156844495	1	749	483.152	0.645063	414.544	0.553463	0	0	986.4	1.31696	9.46978	0.0126432	26.3366	0.0351624
chr5	161073314	161073729	1	415	75.0589	0.180865	0	0	26.7813	0.0645333	0	0	4.17312	0.0100557	6.71608	0.0161833
chr5	161980293	161981228	1	935	0	0	0	0	0	0	0	0	0	0	0	0
chr5	164545170	164545653	1	483	0	0	0	0	0	0	0	0	2.1887	0.00453146	6.47622	0.0134083
chr5	164771863	164772693	1	830	189.575	0.228403	234.995	0.283127	0	0	143.4	0.172771	2.1887	0.00263699	19.4766	0.0234658
chr5	168173297	168174133	1	836	96.2339	0.115112	452.553	0.541332	0	0	140.6	0.168182	37.1204	0.0444024	84.4307	0.100994
chr5	170816222	170816831	1	609	1456.36	2.39139	0	0	32567.8	53.4775	1046.1	1.71773	36.3835	0.059743	29.215	0.047972
chr5	172023663	172024505	1	842	366.978	0.43584	755.884	0.897724	119.091	0.141438	258.4	0.306888	38.8859	0.0461828	15.447	0.0183456
chr5	173596516	173597160	1	644	22.3184	0.0346559	0	0	75.1104	0.116631	1.1	0.00170807	6.48585	0.0100712	0	0
chr5	176327105	176327973	1	868	2035.17	2.34467	391.468	0.451	49.2006	0.0566828	655.8	0.75553	66.5365	0.0766549	49.3152	0.0568148
chr5	176612467	176613341	1	874	707.973	0.810037	196.143	0.224419	0	0	119.6	0.138908	4.37739	0.00500846	8.44307	0.00966027
chr5	176876701	176877406	1	705	2041.12	2.8952	676.069	0.958963	210.763	0.298955	237.4	0.336738	167.18	0.237135	159.939	0.226863
chr5	176878558	176879163	1	605	620.113	1.02498	240.132	0.396912	47.5934	0.0786667	171.2	0.417561	35.4278	0.0585583	21.1077	0.0348887
chr5	177066881	177067716	1	835	0	0	0	0	0	0	0	0	1.02139	0.00122323	15.351	0.0183845
chr5	177576214	177577321	1	1107	3528.11	3.18709	210.633	0.190273	77.1385	0.0696825	1278.6	1.15501	107.509	0.0971174	106.306	0.0960307
chr5	177637916	177640670	1	2754	18185.2	6.60319	1061.25	0.385347	758.447	0.275398	1986.8	0.721423	384.752	0.139706	291.67	0.105908
chr5	177641005	177641654	1	649	2869.42	4.42129	115.228	0.177547	0	0	69	0.106317	186.827	0.28787	42.0235	0.0647511
chr5	180061834	180062851	1	1017	0	0	118.892	0.116905	0	0	34	0.0489209	1.02139	0.00100432	0.287832	0.000283021
chr5	180763781	180764730	1	949	0	0	0	0	0	0	0	0	0	0	0	0
chr5	180768680	180769115	1	435	0	0	0	0	0	0	0	0	0	0	0	0
chr5	180899433	180900057	1	624	0	0	0	0	0	0	0	0	0	0	0	0
chr6	906039	907448	1	1409	0	0	328.928	0.233448	30.6072	0.0217226	78.8	0.0782522	6.0554	0.00429766	0	0
chr6	8827832	8828181	1	349	145.779	0.417705	0	0	104.02	0.298052	164.4	1.14167	0.240757	0.000689848	0	0
chr6	8937109	8937784	1	675	48.8735	0.0724052	213.44	0.316208	0	0	158.8	0.235259	2.32002	0.00343707	0	0
chr6	9569002	9569863	1	861	59.5076	0.0691145	154.396	0.179322	3.18458	0.0036987	337.6	0.392102	7.62397	0.00885479	1.82294	0.00211723
chr6	13279591	13280295	1	704	3494.94	4.96441	196.514	0.279139	73.5523	0.104478	350.9	0.498438	22.8646	0.0324782	15.351	0.0218055
chr6	13282184	13283098	1	914	3463.3	3.78916	395.373	0.432574	488.774	0.534764	1419.2	1.55274	44.4452	0.0486271	26.8164	0.0293396
chr6	14692754	14693455	1	701	105.738	0.150839	28.7164	0.040965	110.951	0.158275	106.8	0.152354	7.39781	0.0105532	15.3511	0.0218988
chr6	16861937	16862527	1	590	0	0	93.7281	0.158861	0	0	61.4	0.270485	6.33264	0.0107333	14.3916	0.0243926
chr6	21456267	21457150	1	883	170.082	0.192618	114.931	0.13016	84.7266	0.0959532	343.6	0.389128	8.83505	0.0100057	19.9084	0.0225463
chr6	22930036	22930890	1	854	105.738	0.123815	212.885	0.24928	0	0	276.3	0.44208	10.5058	0.0123018	33.0527	0.0387034
chr6	23801427	23802698	1	1271	110.359	0.0868283	102.538	0.0806753	0	0	146.4	0.188903	7.66775	0.00603285	15.9747	0.0125686
chr6	24053798	24054463	1	665	62.7588	0.0943741	0	0	73.8757	0.111091	379.5	0.570677	5.552	0.00834887	15.351	0.0230843
chr6	24358747	24360071	1	1324	58.2813	0.0440191	427.985	0.323252	2980.64	2.25124	24157.3	18.2457	254.984	0.192586	200.715	0.151597
chr6	30457888	30459317	1	1429	5706.2	3.99314	405.929	0.284065	38129.9	26.6829	3344.8	2.34066	975.424	0.682592	660.959	0.462532
chr6	31321410	31324269	1	2859	28338.1	9.91188	853.704	0.298602	143487	50.1877	3526.7	1.23354	681.459	0.238356	294.452	0.102991
chr6	34038989	34041043	1	2054	980.13	0.477181	1044.18	0.508364	173.124	0.0842865	1484.4	0.722687	34.0854	0.0165946	51.3301	0.0249903
chr6	34211287	34213494	1	2207	12292.5	5.56979	981.102	0.444541	414.006	0.187588	13123	5.94608	311.715	0.141239	262.887	0.119115
chr6	35137272	35137648	1	376	169.343	0.450379	116.813	0.310674	51.2195	0.136222	104.9	0.278989	4.5379	0.0120689	10.8417	0.0288342
chr6	35439663	35442159	1	2496	9939.76	3.98228	639.831	0.256343	2426.1	0.971995	2474.4	0.991346	532.438	0.213316	413.327	0.165596
chr6	36562216	36563248	1	1032	540.443	0.523685	184.38	0.178663	61599.1	59.6891	2778.4	2.69225	844.386	0.818204	462.546	0.448203
chr6	37011974	37012705	1	731	345.507	0.47265	0	0	55.7326	0.0762416	0	0	20.4571	0.027985	22.0671	0.0301876
chr6	37234443	37235520	1	1077	1876.33	1.74219	118.892	0.110392	123.516	0.114685	334.1	0.310214	15.6492	0.0145304	36.9385	0.0342975
chr6	37440203	37441208	1	1005	5356.29	5.32964	183.957	0.183042	273.655	0.272293	1027.3	1.02219	45.4374	0.0452114	51.2821	0.0510269
chr6	37445741	37449051	1	3310	19106.1	5.77225	1323.05	0.399714	866.358	0.26174	2087.2	0.630574	236.978	0.0715945	135.569	0.0409574
chr6	37449161	37451312	1	2151	17337.5	8.06021	797.256	0.370644	469.083	0.218077	822.6	0.382427	152.509	0.0709013	103.811	0.048262
chr6	37451490	37454854	1	3364	15290.8	4.54543	1041.77	0.309681	985.312	0.292899	47722.3	14.1862	573.491	0.170479	386.558	0.11491
chr6	39735876	39736456	1	580	167.46	0.288725	110.847	0.191115	0	0	21.5	0.0393773	8.99556	0.0155096	6.71608	0.0115794
