Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr11	58646484	58647071	235685	76963	178455	21305	11200	9159	7334
chr11	59456460	59457193	22169	294540	18746	19736	8216	8152	23136
chr11	59772218	59773125	197416	20367	193416	85454	14771	9182	16769
chr11	59806546	59807687	231744	54695	227744	78162	18502	2880	3371
chr11	59998651	60000664	227031	246800	130545	18412	9872	332	15883
chr11	60036455	60037097	190598	284604	94112	3231	3271	792	10156
chr11	60247245	60248445	10611	495394	18883	2499	1471	1381	10749
chr11	60478860	60479358	133664	463596	26937	6071	6258	579	0
chr11	60923089	60923589	4599	19365	4133	5367	5307	1659	159
chr11	60986782	60987613	38742	43710	51631	34286	34323	18408	6061
chr11	61107116	61107823	216	164044	5529	3172	3192	163	0
chr11	61144982	61145683	7782	129761	13632	12991	6716	0	7351
chr11	61555081	61555692	0	35492	3284	4444	4444	0	15742
chr11	61842767	61843506	52175	113076	36270	6110	5603	5514	33244
chr11	62327983	62328787	0	154289	4110	4798	3759	0	0
chr11	63525810	63526538	5611	162420	8214	54258	2238	1248	0
chr11	63752619	63753878	1990	21022	0	0	0	5323	0
chr11	64014694	64015169	2906	47289	0	5650	0	0	5526
chr11	65822222	65823007	0	18387	945	2478	2478	1909	0
chr11	69380161	69380771	97354	7252	72395	77385	18177	1791	0
chr11	69622805	69623648	135653	7852	100769	89537	6261	6220	0
chr11	70004921	70006405	44583	22880	42563	17111	17111	0	4118
chr11	70373440	70375027	142020	18935	82915	57016	4336	0	5538
chr11	70379694	70380172	148274	25189	89169	63270	10590	1469	393
chr11	73313021	73313412	75423	667199	2633	3697	3697	3773	0
chr11	73754118	73755418	1396	225193	59108	28013	22271	1054	6671
chr11	74159955	74161161	150993	16781	42733	0	0	0	0
chr11	74236935	74237646	74508	58664	31505	32091	17370	3740	1691
chr11	75476922	75478587	17865	19919	709	1089	0	0	11848
chr11	75604332	75605544	0	147329	19270	1067	443	615	0
chr11	76114634	76115185	48042	75683	21472	22250	20251	6379	0
chr11	76176587	76177038	1624	114309	19209	20503	19803	4666	2217
chr11	76214597	76215142	10460	76205	57219	9174	57813	767	0
chr11	76442799	76443363	185560	21	50636	1725	1713	1225	0
chr11	76897531	76897994	134286	38590	118907	5162	5202	644	9804
chr11	77039222	77040827	2216	180281	80205	82109	14572	1509	0
chr11	77457625	77458804	15950	598684	71110	20881	19661	114	0
chr11	77639757	77640714	37516	733548	64115	42038	19129	35540	0
chr11	77839942	77840978	5498	533284	8543	9678	2762	6553	10997
chr11	78265263	78265797	10201	108465	11672	9759	5579	901	0
chr11	79182582	79183028	906405	32569	30480	9818	6028	881	7579
chr11	79592817	79593233	1316640	45082	440715	172091	43523	20305	817
chr11	79853203	79853686	1577026	9671	701101	12841	12843	5455	5473
chr11	80062412	80064885	1786235	198928	910310	11642	1984	4103	0
chr11	80342170	80343029	2065993	478686	1190068	95487	94321	1313	15310
chr11	80376716	80376987	2100539	513232	1203497	61529	60363	15545	261
chr11	80406385	80407005	2130208	542901	1173479	31511	30345	11779	14228
chr11	80489646	80490269	2202970	626162	1090215	36707	0	1720	3562
chr11	80515468	80516014	2177225	651984	1064470	10962	10962	1503	12675
chr11	81543079	81543464	1149775	183963	37020	37512	36832	6306	10461
chr11	81717961	81718578	974661	358845	136471	136837	15576	1226	6857
chr11	82314360	82314795	378444	76589	129659	263874	28021	1205	10696
chr11	82473691	82474980	218259	28383	4827	103689	27204	3696	3106
chr11	82865246	82867086	8659	280967	0	910	0	2171	4903
chr11	83583499	83584024	607062	56919	146633	97212	52235	2818	0
chr11	84242679	84243728	1101807	716099	577455	25493	16768	0	2547
chr11	84425884	84426721	918814	792529	394462	156515	4675	0	8022
chr11	84511282	84512307	833228	706943	308876	241913	5598	0	9651
chr11	84657096	84663950	681585	555300	157233	109721	0	0	9534
chr11	85454736	85455708	108983	4794	60682	66429	6932	1897	723
chr11	85570361	85571004	95638	46437	3902	4137	1510	3942	0
chr11	85678348	85679171	419	154424	72105	53380	6288	2807	0
chr11	86015860	86016359	19605	400169	1079	2596	2476	785	67409
chr11	86216904	86221172	167662	195356	161598	41347	1084	5176	4745
chr11	86500425	86501110	451183	10740	116896	28454	10369	5359	5075
chr11	86860524	86862499	811282	194609	67617	51690	51680	5390	7743
chr11	87250627	87251844	745920	114593	178596	186543	21708	4382	51196
chr11	87380180	87381115	616649	108231	49325	301996	106480	41572	2203
chr11	87500679	87501734	496030	11166	69874	181377	87766	0	0
chr11	87994122	87994728	3036	201114	39913	40074	5488	1627	73938
chr11	88069001	88069917	2778	275993	0	939	0	839	14845
chr11	88090591	88091460	24368	297583	0	0	0	1179	5012
chr11	88350118	88351083	283895	98469	257226	22174	22174	0	4740
chr11	89111842	89113436	829365	662172	754431	430138	111160	25340	57292
chr11	90221200	90223006	274284	231322	264106	11357	11336	7348	3185
chr11	90623021	90623535	676105	633143	665927	358079	149936	3972	2844
chr11	91006310	91007026	1059394	1016432	1049216	24548	132199	621	6058
chr11	91384291	91384828	1437375	1082623	1377548	402529	147001	1561	10743
chr11	91663831	91664603	1556792	802848	1097773	682069	131854	5677	7074
chr11	91821972	91822628	1398767	644823	939748	763676	17574	10009	0
chr11	92350366	92351280	870115	116171	411096	235024	120365	8787	0
chr11	93022451	93023660	197735	205405	40227	9107	927	5847	10168
chr11	94700414	94700750	455	113068	4819	6046	6026	807	25039
chr11	94835130	94836131	132835	39171	11125	5526	5526	2736	35790
chr11	94904333	94904944	202038	28474	17598	16449	12149	5967	0
chr11	95384344	95385821	115905	81543	47558	9289	9400	5361	26240
chr11	96526188	96527545	434375	4047	401941	403004	19220	3861	14030
chr11	96628046	96628829	536233	96295	503799	504862	36731	4374	4158
chr11	96706211	96708141	614398	174460	581964	583027	8628	18800	0
chr11	98081941	98083323	1990128	603632	857453	167011	25737	15719	7675
chr11	98213465	98215165	2121652	471790	725611	35169	70937	22569	0
chr11	98307879	98309779	2216066	377176	630997	57397	16852	11106	523
chr11	98343245	98344020	2251432	342935	596756	92763	16466	0	7826
chr11	98520871	98521472	2429058	165483	419304	270389	82867	4272	51
chr11	98528543	98531444	2436730	155511	409332	278061	90539	2505	0
chr11	99789191	99791158	2404236	911732	766399	656138	178679	1111	9225
chr11	100397013	100397461	1797933	305429	160096	49835	49795	298	7489
chr11	101434850	101435282	760112	50753	350053	9806	9826	3971	12570
chr11	101607551	101619873	575521	0	165462	165763	7342	0	0
chr11	102257316	102257898	681	117908	37610	39332	3818	1585	0
chr11	102504659	102505575	223257	9659	79949	34113	19221	492	49449
chr11	102684371	102685260	245631	16566	259661	119212	5387	2342	13155
chr11	102745690	102747365	183526	45897	213623	57107	5831	1325	0
chr11	102821394	102822481	108410	18963	138507	16774	9413	1225	32468
chr11	102965036	102965711	7155	14862	1442	2012	2012	1911	25900
chr11	103797411	103798210	839530	77133	1527	2166	2146	94	5334
chr11	103835201	103836030	877320	114923	35001	4957	4977	0	8089
chr11	104458098	104459305	359950	424226	117010	117371	22194	3226	27141
chr11	104644418	104645074	174181	610546	67696	24554	9052	13472	6603
chr11	105076819	105077861	174770	1042947	160485	160617	160678	12202	23094
chr11	105158087	105158942	256038	1124215	241753	170784	87232	19991	9023
chr11	105390975	105391499	475007	1357103	474641	61101	4626	6323	2221
chr11	107153083	107155105	36504	262838	172443	173431	17905	12048	31939
chr11	108027664	108028275	4236	444810	34134	35380	3521	3532	0
chr11	108830897	108831900	119097	461851	105096	105413	15407	9491	0
chr11	109034895	109037602	323095	256149	309094	309411	8391	0	12769
chr11	109240996	109242147	529196	51604	515195	412489	49420	0	0
chr11	109824878	109827897	144233	61750	0	0	0	2026	10259
chr11	110128567	110129343	3116	278785	34770	37193	37193	2547	10904
chr11	110568373	110569510	250870	14496	12659	13606	12346	12940	26700
chr11	110645600	110646613	328097	56501	61763	62336	1716	1723	19207
chr11	111288970	111289593	45133	39018	539	27783	246	238	0
chr11	112162789	112163717	54272	83252	1529	11905	1785	1878	19402
chr11	112383601	112384325	275084	16215	222341	69771	6271	0	18703
chr11	112528907	112529551	420390	68929	302387	13118	0	2481	15587
chr11	112654354	112654920	543725	65	177018	125294	11127	126	2466
chr11	112832145	112832520	366125	577	0	51783	0	3626	3643
chr11	113555133	113555590	47384	13796	87542	88846	9149	6254	0
chr11	113865224	113867118	143003	6133	64626	118740	16500	0	4629
chr11	113959905	113961209	237684	8273	28018	170671	28481	4607	0
chr11	114297412	114298304	20476	56224	11773	11752	11772	0	4248
chr11	114759086	114759860	325461	30580	237613	23726	14236	3616	25437
chr11	115178753	115179556	20944	139764	84683	26200	15880	0	0
chr11	115417692	115418425	217078	10974	41759	77368	15958	0	28929
chr11	115668227	115669079	467613	38619	176960	71557	71557	1855	0
chr11	115745112	115746036	544498	115504	100003	0	0	161	2865
chr11	116013278	116014090	605023	21497	68042	68414	55877	1853	1897
chr11	116080920	116081814	537299	23485	135684	65462	10805	1284	8444
chr11	118381611	118382725	0	96656	18199	9893	9911	10819	4919
chr11	118590674	118591268	28900	85355	3966	24070	24070	3929	7087
chr11	119517010	119520042	111138	1742	77801	24634	17174	4009	9812
chr11	119525561	119526432	104748	2896	71411	18244	10784	1178	4947
chr11	120535240	120535935	40846	115509	49830	38661	4136	517	3506
chr11	120950239	120951763	10438	37280	43045	19635	19635	272	520
chr11	121932709	121933665	429340	13570	131581	152511	0	3436	19161
chr11	122046797	122048472	543428	15860	245669	37704	14924	7437	5547
chr11	122796007	122797393	129022	50363	41656	49984	41903	1800	7646
chr11	123563312	123563879	31228	8635	37519	48437	9097	8735	68966
chr11	125210651	125212006	103313	18839	151803	62858	3761	0	7286
chr11	125255149	125256665	58654	10944	107144	18199	8874	5467	19850
chr11	125747877	125748792	14939	37967	8525	8684	8244	42	3154
chr11	125957085	125957647	103455	9776	23515	24101	23469	2308	0
chr11	126768043	126768851	548861	2452	477635	18868	7332	1786	0
chr11	127468760	127469329	856942	136381	455118	432230	27161	13732	6112
chr11	127791248	127791903	534368	458869	132544	109656	4822	583	3877
chr11	127896741	127897369	428902	564362	27078	4190	4167	3199	0
chr11	129008506	129009311	324524	65481	140337	140232	20874	958	7954
chr11	129586650	129588102	140459	3595	176398	20747	20445	7695	0
chr11	129667062	129670231	58330	75185	94269	46078	15821	10974	44940
chr11	130165945	130166435	164919	103998	16556	17541	4121	784	0
chr11	130605682	130606554	133600	13552	67667	29822	26563	4430	0
chr11	130957418	130958636	173211	31012	97287	97947	16140	10365	7269
chr11	131102103	131102383	317896	10384	44870	45372	14253	1772	3674
chr11	131152774	131153872	368567	42	95541	96043	35990	0	40808
chr11	131224233	131225117	440026	19693	167000	167502	23922	104	10741
chr11	131352844	131353642	568637	8062	295611	190314	18726	4160	1988
chr11	131373173	131373485	588966	908	315940	170471	657	648	1151
chr11	131464347	131464717	680140	12454	407114	79239	2963	3427	6842
chr11	131579950	131581611	795743	16394	522717	35846	14986	5297	5980
chr11	131976637	131977166	1192430	9228	250216	59030	16810	4215	3356
chr11	132117731	132118719	1333524	5131	108663	81387	62131	344	6126
chr11	132675386	132676101	1343300	62497	446815	276735	12302	417	3933
chr11	133184184	133184923	834478	66564	641020	44860	44820	9066	47833
chr11	133968399	133969040	50361	56069	29163	29435	25867	0	0
chr11	133987327	133989247	30154	74997	48091	20544	5660	0	0
chr11	134546139	134547577	413347	4255	325753	190997	39935	1744	95500
chr11	134807252	134808534	674460	108825	586866	40540	40542	0	356613
chr11	134899662	134900572	766870	16787	679276	45204	45204	2764	449023
chr12	156771	157722	71917	6019	337189	57729	57734	10096	3069
chr12	262172	263417	130114	645	231494	0	0	0	7682
chr12	827327	828506	34628	175807	186	24690	0	0	12498
chr12	1706153	1707085	60032	117184	1385	2029	2049	1857	6709
chr12	1811265	1812099	3934	116483	8819	11081	8821	0	401
chr12	2769196	2770530	137018	3385	29635	30406	29686	674	0
chr12	2787193	2788482	119066	13121	11683	12454	11734	2815	0
chr12	2869796	2870279	37269	127	33101	7805	7752	8560	0
chr12	2938232	2938833	479	54755	14877	15162	1688	2034	0
chr12	2944224	2945032	870	60747	20869	21154	7680	3063	0
chr12	3013859	3015133	16296	54261	12743	13835	13815	2043	22982
chr12	3134399	3135464	84444	64649	50365	7981	7972	5655	0
chr12	3206396	3206933	156441	22599	19339	20092	20032	223	0
chr12	4095344	4096381	238715	17456	112331	8666	1535	8623	2360
chr12	4627779	4628751	396	103139	18038	11555	7325	1029	129
chr12	5004594	5005382	207098	91209	13378	47534	12674	3173	0
chr12	6048008	6048801	507785	4541	227884	49035	49055	1110	0
chr12	6416601	6416884	139702	22794	28615	28537	672	0	0
chr12	6863786	6865199	2664	53228	939	822	842	728	0
chr12	7007346	7007940	13172	66924	5716	5996	5976	6790	13842
chr12	7467494	7468022	104059	527072	53439	125190	31850	3287	0
chr12	7510157	7510842	146722	569735	10619	167853	11214	6844	0
chr12	7854304	7855631	219417	913882	91745	24111	24100	9796	62507
chr12	8390420	8391583	139501	602452	3348	4093	109	4	83132
chr12	8753467	8753858	2520	240177	7487	9998	7721	1890	0
chr12	8883618	8884649	123824	109386	31756	33014	21326	33259	7273
chr12	8910238	8910999	150444	83036	58376	59634	15173	16841	27310
chr12	9239750	9241132	141592	12834	135828	90246	10028	328	74161
chr12	10394231	10394957	358489	55109	27637	28709	299	5631	0
chr12	10713564	10715296	38150	374442	49382	2980	2781	0	0
chr12	11514811	11515356	196086	93442	183127	13880	13141	11796	1499
chr12	12359597	12360204	85336	684863	57972	17192	17212	2975	13980
chr12	12696437	12697361	22242	347706	14577	6847	6855	0	36017
chr12	13140298	13140904	149808	14112	12070	12332	11915	1013	4603
chr12	13198265	13199025	207775	1125	225	881	861	614	15056
chr12	13649573	13650365	659083	755	299712	23649	23669	3472	1117
chr12	15151223	15152077	40144	790554	35108	2199	2199	2117	37213
chr12	15342251	15343027	231172	599604	31116	31309	31309	1025	29081
chr12	15851957	15852331	193435	90300	89133	89965	1225	6571	9175
chr12	15883667	15885271	160495	57360	56193	57025	29303	7445	4385
chr12	16011000	16014545	31221	68198	19910	1496	1456	0	3054
chr12	17245693	17246093	1103656	1302891	482527	235089	4503	3734	1291
chr12	17583247	17584526	1441210	1640445	820081	210385	13310	3386	0
chr12	18299516	18300203	1299688	2356714	982081	18373	12036	5188	27687
chr12	19411219	19412469	187422	2965486	126992	122545	27739	19068	42528
chr12	19948232	19951928	274485	2426027	95763	116468	2068	6147	13844
chr12	20016888	20017348	343141	2360607	30343	51048	16344	5627	319
chr12	20083097	20084074	409350	2293881	35263	14553	12913	5027	5936
chr12	20681083	20681852	912908	1696103	633249	240404	22993	1937	423
chr12	21246843	21247812	346948	1130143	342240	324439	18536	19556	23547
chr12	21592479	21593077	1683	784878	533	1775	1215	1682	2198
chr12	23228189	23229389	395609	850115	446176	25773	25785	12190	0
chr12	24085539	24086933	1132296	626893	627412	41227	15838	1061	24368
chr12	24576011	24578323	640906	135503	136022	43807	6467	0	9022
chr12	25158815	25159515	59714	248711	7143	184	131	76	0
chr12	25163302	25163941	55288	253198	11630	4671	4618	3304	0
chr12	25440223	25440753	84603	391540	35559	35939	32663	13316	11860
chr12	26479336	26480253	8400	99984	130142	7512	4863	1784	3363
chr12	26694607	26695638	4262	315255	207447	20573	16563	5620	0
chr12	26966314	26972223	0	586962	10311	12773	0	10063	2870
chr12	28177162	28177640	226031	1797810	53587	10696	14121	839	15321
chr12	29568106	29570478	49876	1378369	33213	10618	10578	1950	3834
chr12	29873987	29874890	355757	1073957	60470	28934	4126	706	8890
chr12	30375277	30375974	405728	572873	283633	399584	20869	2128	0
chr12	30406422	30407156	374546	541691	252451	368402	52014	3387	26413
chr12	30424509	30427828	353874	521019	231779	347730	70101	8230	44500
chr12	30705632	30706754	74948	242093	45520	68804	52888	3284	26726
chr12	31419121	31420729	11672	228700	30159	27279	3997	4202	3458
chr12	31992315	31993785	120348	635727	34773	27731	3771	25710	1373
chr12	32295338	32297400	73433	332112	1899	1976	1936	0	51257
chr12	32785405	32786004	88536	52397	45828	28364	22261	15526	12407
chr12	33051455	33053038	146552	318447	142083	6718	1331	2254	8731
chr12	33690214	33691523	785311	957206	483238	483693	8733	4729	0
chr12	34711244	34711857	1806341	1978236	339080	349124	293180	2593	0
chr12	35064641	35065490	2159738	2331633	692477	702521	646577	213843	342530
chr12	36220643	36222446	2825166	3487635	1848479	1858523	1712953	1369845	0
chr12	37749330	37749953	1297659	5016322	743418	743543	185446	316542	31632
chr12	38078500	38079281	968331	4800530	414090	414215	142953	11711	9476
chr12	38310161	38311783	735829	4568028	181588	181713	132193	8125	0
chr12	38382112	38384375	663237	4495436	108996	109121	59601	2840	1062
chr12	38852237	38852791	194821	4027020	140770	30673	30729	4272	12708
chr12	39192142	39192680	35131	3687131	15365	22549	22598	3169	0
chr12	40106815	40108069	374359	2771742	29783	88831	40811	2226	10081
chr12	40431519	40432921	318638	2446890	25854	66895	47067	1828	0
chr12	40452452	40453337	298222	2426474	45103	46479	45432	1381	11137
chr12	40971670	40973021	219899	1906790	16027	35753	16266	0	2169
chr12	41126785	41127853	375014	1751958	171142	30981	21561	0	0
chr12	41244867	41245574	493096	1634237	289224	80083	55322	2196	0
chr12	41383684	41384407	631913	1495404	428041	83769	1841	2407	1514
chr12	41419890	41420839	668119	1458972	464247	47337	33494	1915	1080
chr12	42977315	42978157	137180	6200	4909	99091	4799	1972	95466
chr12	43065305	43066545	225170	80814	80922	90431	34300	6205	7078
chr12	43413595	43413953	573460	429104	429212	190408	8031	2085	54352
chr12	43675579	43676906	453375	691088	474597	3129	2270	0	38308
chr12	44062583	44063784	66497	735587	87719	88872	5192	6327	25403
chr12	44334986	44336859	152710	462512	104106	14817	14790	1859	9691
chr12	44841110	44844131	658834	41619	424730	2026	1486	307	0
chr12	45977001	45977676	149479	76429	27076	5737	4897	2678	2376
chr12	46199488	46200092	5196	145032	72324	76144	16344	5150	62806
chr12	47425669	47426248	428070	45137	46814	47046	10405	146	11589
chr12	47446561	47447061	448962	24324	26001	26233	1195	4083	0
chr12	47906506	47907509	144534	101039	151212	60656	26865	14278	0
chr12	48007756	48008804	43239	202289	89779	39443	21829	2063	3765
chr12	48222169	48222675	20440	10701	7570	15065	3501	0	0
chr12	48540994	48541518	0	124288	8695	4478	4458	1928	13755
chr12	48881540	48882862	139762	264192	112187	134	114	669	0
chr12	49195222	49196036	26368	13465	11845	12460	12460	1658	7791
chr12	49883252	49884669	1477	46667	46788	11167	9934	9133	0
chr12	50128486	50129186	9562	154556	5558	5970	6010	726	22483
chr12	50155160	50155649	0	128093	7013	19156	707	408	49157
chr12	50350298	50352039	29656	932	10857	4155	9257	0	42865
chr12	50535092	50537226	326	69215	22803	23550	8527	1041	13924
chr12	50901375	50902149	23661	435498	383	2271	2531	943	6231
chr12	51005196	51007067	29555	539319	13004	13432	7089	7271	212
chr12	51209840	51210648	0	717232	50205	8588	8588	3098	3447
chr12	51467732	51469356	5867	458524	6773	8000	7960	6480	0
chr12	51521600	51522445	2867	405435	42438	39796	3080	187	0
chr12	51940003	51941088	164702	7067	42983	14079	14079	2112	0
chr12	51979099	51980221	203798	5356	3850	4375	4355	1900	5542
chr12	53011600	53018311	393779	1049	249344	258986	16451	4144	0
chr12	53068343	53068850	343240	10476	198805	228441	16178	0	0
chr12	54575765	54578431	0	8536	3345	4345	0	0	0
chr12	54760391	54761877	15512	50326	2219	7147	659	639	0
chr12	54892295	54893130	5566	79974	0	851	0	616	0
chr12	55302237	55302955	51982	118089	74138	26301	24441	1456	5071
chr12	55451989	55452663	76262	30795	66459	1695	1673	2889	0
chr12	55534722	55535509	158995	113528	149192	47407	34760	1660	75453
chr12	55548692	55549638	172965	127498	163162	33278	20631	11347	89423
chr12	55773193	55773656	340020	303805	327755	88140	12400	4134	0
chr12	57018943	57019453	0	331047	2631	4641	3443	2940	18255
chr12	57744649	57745291	11478	108446	77791	6879	1900	10142	0
chr12	58292167	58294423	68915	5510	0	0	0	0	0
chr12	58448938	58449402	225686	148814	112753	113374	30689	5615	12453
chr12	58805100	58805829	461457	504976	12566	38585	13283	0	20475
chr12	59361101	59362462	58797	69998	45902	181460	12171	4984	3373
chr12	59556035	59557106	253731	123377	240836	11965	11951	1837	11449
chr12	60223008	60224524	920704	790350	231458	192164	16924	2222	4916
chr12	60402334	60403441	1100030	969676	410784	121375	76059	2199	0
chr12	60417689	60418412	1115385	985031	426139	106404	61088	8864	983
chr12	61043832	61044909	1640962	1539665	1052282	518868	55371	6430	16206
chr12	61505848	61506480	1179391	1078094	1079798	470792	53884	0	29983
chr12	62053047	62054158	631713	530416	532120	75627	10185	4216	20537
chr12	62488083	62489436	196435	95138	96842	28099	28140	3558	0
chr12	63189527	63189965	189422	84233	17020	1563	1525	1491	793
chr12	63373392	63374039	373287	46004	44122	44408	12892	3464	5132
chr12	63582697	63583374	582592	37579	113027	230631	36833	13385	43680
chr12	64991279	64992060	33627	424875	10247	11114	10876	2648	4842
chr12	65057209	65057839	9429	359096	1672	2297	1596	5117	0
chr12	66079172	66081257	436873	27828	53441	69599	11100	0	0
chr12	66345683	66346249	171881	60094	33486	49199	31314	0	4051
chr12	66387049	66387839	130291	101460	74852	15046	9188	4130	21477
chr12	67957767	67959722	91249	364255	81819	80443	8258	1524	0
chr12	68587589	68588755	118190	263407	17894	46181	12527	7871	58219
chr12	69354529	69355183	116125	105236	27574	27427	2085	6472	0
chr12	70839379	70840656	91477	109419	21263	13060	13100	416	10576
chr12	72267156	72268105	48664	432551	2410	2814	2792	0	0
chr12	72298865	72299518	17251	464260	34119	29978	29958	745	591
chr12	72479562	72480375	162644	644957	214816	54961	12054	1330	4884
chr12	73600600	73601142	1283682	1765995	1283116	881871	28129	16405	241
chr12	73751332	73752989	1434414	1916727	1131269	1032603	121913	14447	82331
chr12	74042344	74042922	1725426	2207739	841336	763634	16194	15034	26442
chr12	75102448	75103502	791398	1568562	168385	86751	19344	1383	25559
chr12	75108394	75109306	785594	1562758	174331	80947	17424	3215	30404
chr12	75135588	75136526	758374	1535538	201525	53727	8710	5129	3184
chr12	75202602	75203461	691439	1468603	268539	12201	6895	1526	20060
chr12	75843833	75846070	48830	825994	27948	28366	11997	6841	1019
chr12	76531675	76532133	64269	139931	20106	5303	5303	7926	1814
chr12	76549080	76549832	81674	122232	2407	2804	1456	0	14196
chr12	76735962	76738834	12380	63772	2142	3282	2062	2012	8293
chr12	77994907	77995681	539685	275338	275335	46945	932	8973	1847
chr12	78169329	78170132	714107	449760	312338	29185	29165	2250	16839
chr12	78237828	78238910	782606	518259	243560	1906	1906	2029	43159
chr12	79321583	79322303	625556	1602014	62676	64083	38939	5293	10030
chr12	79601759	79602132	345727	1882190	342852	80412	25035	17440	0
chr12	80047644	80048505	73007	2328075	32191	35451	18691	18323	42286
chr12	80930203	80931147	252019	3210634	165195	124219	28244	0	5290
chr12	81778937	81779783	591614	3894611	447193	491662	9127	910	24045
chr12	81818242	81818897	630919	3855497	486498	530967	48432	12342	38019
chr12	81971689	81972162	771854	3702232	639945	684414	32884	4513	17349
chr12	82785372	82785725	2651	2888669	31736	32808	7449	4375	863
chr12	83471953	83473201	689232	2201193	389497	390269	54295	17836	0
chr12	83576226	83577944	793505	2096450	493770	494542	41970	4997	0
chr12	84688038	84688990	1905317	985404	615890	579326	36216	12044	6580
chr12	84761785	84762513	1979064	911881	542367	505803	36431	6935	0
chr12	85525177	85526071	2742456	148323	94682	94818	23585	171	1920
chr12	85539087	85539692	2756366	134702	108592	108728	9964	9870	2976
chr12	85876499	85877498	2558361	201981	57775	13815	12644	5223	1568
chr12	86249372	86250452	2185407	574854	430648	10604	10604	10623	8047
chr12	86764916	86765413	1670446	1090398	946192	108897	106487	17078	69
chr12	88701790	88702306	138769	1052273	107547	8146	8146	0	0
chr12	88986207	88987044	423186	767535	11531	32447	11863	1199	33233
chr12	89012663	89013995	449642	740584	37987	58903	38319	13137	6282
chr12	89088505	89089191	525484	665388	113829	134745	7145	8573	20114
chr12	89509718	89511747	472990	242832	233112	44876	11549	0	7942
chr12	89782982	89784920	199817	28234	34197	36564	13198	7275	0
chr12	90444699	90445445	351955	689951	90601	51391	21875	4682	14333
chr12	90860523	90861015	767779	1105775	506425	48621	48641	16406	99746
chr12	90997025	90997889	904281	1133506	642927	87241	87221	19628	0
chr12	91507961	91509213	1027980	622182	266133	104577	4857	2577	14665
chr12	92070339	92071239	465954	60156	98438	57910	42497	0	4127
chr12	92558508	92559195	20375	426987	5546	7441	7421	823	3678
chr12	92699238	92699807	161105	567717	35058	56735	7354	1268	85278
chr12	93027129	93029399	48549	895608	67194	14457	14437	0	13129
chr12	93722453	93723216	55811	242850	47925	31476	4329	6762	0
chr12	93767907	93768783	10244	197283	2358	2793	2773	2719	105
chr12	93880077	93880664	2994	85402	16997	16307	16310	9561	11465
chr12	94565016	94566163	0	64971	1425	21892	1513	868	45447
chr12	95403584	95405678	7645	337398	5683	6000	5710	0	2253
chr12	95509508	95511779	2861	231297	27269	0	0	0	15085
chr12	95966664	95967538	58887	109774	150	38216	1238	1114	7981
chr12	97272911	97274658	48888	124426	25409	26278	11318	4551	7299
chr12	97868322	97868843	526536	199175	11007	22098	11298	131	70234
chr12	98922293	98923000	385	237964	8710	11949	10192	1368	0
chr12	98977816	98978573	10802	182391	8280	8723	8723	8726	13025
chr12	99563024	99563571	432702	107989	37865	37800	35630	3419	69270
chr12	99718861	99719511	588539	263826	193702	7454	7585	0	23273
chr12	100557842	100558856	5319	178763	20849	0	0	0	21806
chr12	101876040	101876866	85709	215004	73264	74356	44859	7252	0
chr12	102266879	102268871	4517	605843	1250	2365	2385	1990	54219
chr12	102660125	102661070	59272	616969	144235	33896	33906	16508	36750
chr12	102775916	102776446	175063	501593	101101	23511	7510	406	0
chr12	103926888	103927609	275211	134972	36827	27224	2524	3111	9312
chr12	103980084	103980954	221866	81627	10493	45502	1442	0	0
chr12	104413915	104414978	34406	311859	42190	43218	28926	5697	7621
chr12	105338102	105340758	45438	508369	9965	11318	11318	354	89242
chr12	105766870	105767514	2757	93836	13877	15666	13938	3054	8222
chr12	106071084	106071880	294078	186451	42926	43356	17465	883	5225
chr12	106280518	106281459	349342	22037	165551	102454	11983	1820	0
chr12	106983033	106983708	90971	3934	169673	163688	2143	5782	39885
chr12	108025483	108026754	55604	1785	51871	23972	23959	1036	4166
chr12	108073252	108075296	7062	990	3329	4200	4220	2959	0
chr12	108442175	108442689	240627	12278	135468	70427	4690	2002	362
chr12	108599559	108600233	83083	10357	113548	86295	3657	6978	16945
chr12	110170283	110172087	121275	9889	17953	18799	18059	489	20852
chr12	110819953	110820622	0	463829	19680	10509	10489	8005	0
chr12	110823194	110824055	0	460396	16247	13750	13730	11246	0
chr12	110934587	110935388	558	349063	2544	4608	4608	3997	863
chr12	111211371	111212097	38042	72354	29887	2339	2319	27901	25197
chr12	111231879	111232650	58550	51801	32020	17295	17315	7348	4644
chr12	111575039	111576037	271055	28935	36974	43510	37815	137	11963
chr12	112210160	112210655	15726	539146	4861	7716	1220	5378	0
chr12	112407948	112408373	45156	608607	23688	23423	23423	3477	12563
chr12	112754804	112755529	631	261451	63054	6920	6920	1626	0
chr12	112768453	112769017	11024	247963	49566	20569	16439	1569	802
chr12	113635795	113636854	4860	45718	10731	9302	571	781	64
chr12	114959404	114960324	559377	73165	554730	12809	40690	8966	23921
chr12	114997353	114999250	597326	105707	592679	6893	6886	46760	2696
chr12	115104727	115105646	704700	0	686100	98436	393	0	0
chr12	115772782	115773635	627250	0	18111	12496	3061	7826	26243
chr12	116584040	116584617	126935	119547	22082	22396	1562	4797	0
chr12	117094634	117095158	54951	941	15452	15898	15918	16611	5829
