Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr3	77975814	77976376	690490	4513943	121458	395720	102489	14700	1974
chr3	78127625	78128416	538450	4665754	29580	243680	3853	11857	15159
chr3	78145690	78146484	520382	4683819	47645	225612	21918	28724	0
chr3	78613768	78615058	51808	5151897	246350	241524	79770	10267	7957
chr3	79036041	79043209	270019	5574170	18105	663797	24787	0	19155
chr3	79258152	79259659	492130	5796281	188670	885908	26557	0	7869
chr3	79303286	79306429	537264	5841415	233804	931042	16922	12093	6814
chr3	80258663	80259277	1320753	6796792	1189181	1275339	9503	10857	671
chr3	80880190	80883717	696313	6727866	924991	650899	10075	14894	10604
chr3	81481066	81481746	98284	6129837	326962	52870	12484	7251	23036
chr3	81866425	81867195	67031	5744388	6689	82	81	0	1152
chr3	83261884	83264169	1462490	4347414	1237744	773698	3875	22295	9178
chr3	83700247	83701211	1900853	3910372	1306438	336656	1398	5589	11733
chr3	84166172	84167872	2366778	3443711	839777	128157	7634	0	0
chr3	86526314	86526920	1577684	1084663	610893	748856	63632	4338	0
chr3	87394655	87395686	708918	215897	117150	118171	4137	4171	0
chr3	87582118	87582833	521771	28750	304613	305634	28761	2094	58857
chr3	89865769	89870479	1698132	2022394	708676	347817	193064	0	0
chr3	90002137	90003430	1834500	2158762	845044	214866	60113	2596	14315
chr3	90819719	90820559	2652082	2976344	1662626	601275	587895	331879	254626
chr3	90927040	90927781	2759403	3083665	1769947	708596	695216	439200	361947
chr3	91012548	91013873	2765070	3169173	1855455	794104	780724	524708	447455
chr3	91242541	91243613	2535330	3399166	2085448	1024097	1010717	754701	677448
chr3	94621011	94621724	777529	4735783	837879	839187	26867	0	378185
chr3	94622437	94623315	778955	4734192	839305	840613	28293	445	376594
chr3	95449786	95450407	1606304	3907100	1081263	1081628	366	19704	22414
chr3	96873571	96874653	784368	2482854	340485	288927	281029	1541	17151
chr3	97706262	97707119	21125	1650388	14354	14918	14918	4526	0
chr3	97947977	97949012	41881	1408495	3700	96904	3424	3347	0
chr3	99056543	99057237	518871	300270	207519	80357	13728	4614	15924
chr3	100781643	100782453	185288	1424009	239731	156659	6763	6746	189
chr3	103011061	103011869	1430710	3653427	998461	164257	2919	2586	28422
chr3	103181329	103182755	1600978	3823695	827575	334525	108183	5673	0
chr3	104646415	104646797	610668	2920404	401146	209791	18051	3670	6292
chr3	105307068	105308860	34189	2258341	202538	60034	3633	5684	0
chr3	106877147	106878370	551375	688831	80628	81046	39841	12028	16727
chr3	109633901	109634918	1260705	1154121	832957	107917	11221	9558	16482
chr3	110072068	110073097	1698872	715942	716650	283164	38564	6138	52389
chr3	110230697	110232147	1608142	556892	557600	441793	39581	0	24717
chr3	114982065	114982728	911349	226891	75694	57748	45322	9758	119
chr3	117761598	117762610	594243	838268	543066	45074	45074	17320	0
chr3	118313519	118314463	42390	286415	210141	6475	6515	233	0
chr3	119510478	119511830	31953	6080	16682	17051	17166	8857	6908
chr3	120948434	120949322	198134	320480	314163	201794	201794	1672	11129
chr3	121800480	121801770	3761	837805	322	6536	0	0	0
chr3	122618212	122618996	158601	20579	21828	8808	8948	0	2236
chr3	123547324	123549278	84454	52347	53964	53958	13620	0	1893
chr3	125604360	125606247	119061	234340	27899	28549	28169	24603	12625
chr3	125858585	125859174	115211	13488	54807	5307	5301	4601	9316
chr3	127988753	127989408	3355	161527	115383	51669	5367	1032	53107
chr3	128170758	128171937	75721	3234	33758	4176	3964	4797	0
chr3	131579481	131580927	363364	171980	356953	50069	0	10189	3204
chr3	131764931	131766435	403307	11448	329355	10907	10907	5699	2952
chr3	132084940	132086009	83733	331457	9781	11211	11174	7259	457
chr3	132375665	132376682	17373	111602	787	1954	1894	1547	7120
chr3	132387415	132388132	17022	100152	6279	8191	8171	121	18870
chr3	132720804	132721471	294092	36191	278575	135405	35459	6658	1201
chr3	133571149	133571467	27056	7934	42182	46425	598	940	0
chr3	133893032	133893734	17333	86868	74517	22922	20065	4375	908
chr3	135937251	135938671	36326	304557	20586	21287	20727	17882	0
chr3	136043904	136046460	0	411210	73565	18880	18900	406	0
chr3	136058888	136059680	73	426194	88549	33864	12856	11021	0
chr3	136400915	136402055	53823	768221	66865	44391	19449	8628	1412
chr3	136526331	136527092	34164	893637	10285	53824	4807	10655	9427
chr3	138147414	138148493	129367	5506	11660	57230	4843	2005	33126
chr3	138270911	138272846	95744	83079	39673	40310	17679	4542	8313
chr3	140986935	140987693	103888	38750	328	34663	771	2068	4602
chr3	141679799	141680319	2083	297629	65302	1177	1177	1166	0
chr3	142501705	142502513	222891	46517	57622	58761	45143	1793	393
chr3	142697880	142698547	38632	14244	14698	21749	7449	1406	7683
chr3	143376577	143378630	328522	692941	9419	9806	8706	6624	4317
chr3	144522009	144523147	802779	1671193	38572	94513	5198	847	12498
chr3	145102630	145103162	1128261	1091178	202174	472754	42154	3252	6925
chr3	145304645	145305311	926112	889029	404189	270605	26199	1132	6657
chr3	146023248	146025672	205751	168668	54164	54630	54564	5602	13127
chr3	147269671	147270132	1019294	132760	393625	532724	33187	218	8021
chr3	148119074	148120679	591264	352159	81635	81570	36518	2614	27530
chr3	152852063	152852655	667806	1671857	25456	3419	2872	10141	27786
chr3	153152426	153153294	819320	1643345	269022	34902	28542	847	70113
chr3	153253333	153255706	716908	1540933	369929	84150	58602	1190	17355
chr3	154132745	154134351	100049	662288	89995	16321	12145	8	6721
chr3	154822279	154822994	719805	24139	638535	24574	24355	356	18178
chr3	157253632	157254070	349352	36144	97567	2968	6522	1789	12216
chr3	158468667	158470915	29484	404060	18539	18683	17660	750	15244
chr3	159418855	159420808	290729	55676	59956	125496	60088	2845	59950
chr3	160847050	160848051	99542	217805	23887	59246	23886	5151	15575
chr3	161833695	161835950	862658	1204450	742952	655175	3120	13398	15709
chr3	162209807	162210484	1238770	1580562	1119064	641234	144833	2049	8893
chr3	162520037	162520804	1549000	1890792	1429294	330914	41839	2010	550
chr3	162779940	162781079	1808903	2130648	1689197	70639	5032	5012	18872
chr3	163650885	163651419	2679848	1260308	1017290	799019	19931	15940	2798
chr3	163850460	163851001	2879423	1060726	817708	998594	128263	25998	2148
chr3	164838119	164839090	2586483	72637	168929	85546	64526	10711	6303
chr3	165856446	165857832	1567741	944548	301187	21784	37824	1106	0
chr3	166678727	166679763	745810	1766829	417993	388398	39479	1817	23365
chr3	167077342	167078244	347329	1787061	19512	9033	8998	8950	0
chr3	168264544	168264929	469368	600376	79218	28780	28800	2282	16472
chr3	168939556	168940263	555598	5346	74359	72192	5653	3060	24765
chr3	170262569	170263491	158112	30821	18380	87205	17845	398	12004
chr3	172716778	172718596	233731	158361	246874	77700	77740	6668	0
chr3	173566017	173567230	1082970	450052	451960	452533	69900	16860	43107
chr3	173898340	173900315	1085108	782375	258169	258421	46826	2540	0
chr3	176229424	176230472	517327	1214481	632379	236288	5500	1560	0
chr3	178710724	178711577	3939	1265618	23155	10440	6499	5397	3067
chr3	181561999	181562794	875737	114843	4271	4135	4115	795	29123
chr3	182204555	182205369	334178	74508	194587	29575	29527	3078	11583
chr3	182767222	182767544	5856	129189	48526	4538	3903	3183	7778
chr3	182858558	182860031	7	36702	18636	16045	16065	7516	50466
chr3	183564364	183565423	0	211753	20999	20760	20760	10532	27756
chr3	184327134	184327953	99365	4256	83443	47363	46795	24834	0
chr3	184985695	184988326	38195	104574	11657	12310	10330	6	6610
chr3	185658881	185659775	9708	10485	2688	1601	1601	8	3615
chr3	186165982	186166731	104122	81023	27523	27614	15698	431	28088
chr3	188815217	188815871	218436	41149	190297	55633	24605	2107	4192
chr3	192888170	192888812	370841	226287	251514	69996	19571	2457	6462
chr3	192918294	192920008	396664	195091	281638	38800	9763	5557	7781
chr3	193815185	193816637	40102	80373	25824	2339	2299	2109	29575
chr3	195325558	195326551	68930	133294	54692	55314	48374	3798	4657
chr3	196160216	196162285	26300	628753	0	752	772	1564	2806
chr3	197003488	197004650	8496	754950	17872	19523	14666	0	11485
chr3	197540003	197541243	9202	218357	10843	21559	10985	0	0
chr3	197755185	197756389	71718	3211	50868	37547	13816	716	14534
chr3	197793562	197795173	110095	4435	12084	0	0	3684	239
chr4	541329	542043	9605	265182	47253	48265	48265	6119	32353
chr4	2140597	2141854	94204	55727	96000	34493	34473	2743	6811
chr4	2421624	2422271	60954	0	476	940	362	325	2797
chr4	2477068	2478533	4692	54786	4332	5464	5444	3480	0
chr4	4057938	4059222	183998	177440	99928	27194	27234	50067	40001
chr4	4062778	4063433	179787	182280	104768	32034	32074	45856	44841
chr4	5264276	5265256	326639	122848	395602	17420	17420	3946	20974
chr4	7868303	7925605	278222	0	15724	2121	0	0	0
chr4	8283351	8290468	39756	0	78906	39187	39187	0	0
chr4	8790865	8791850	309895	189667	254873	171373	27794	47	18795
chr4	10465370	10465789	11068	99173	1916	2246	2246	1779	3914
chr4	11005596	11006435	551294	639399	319217	95381	48912	2160	0
chr4	11414578	11415497	960276	1048381	13362	15178	3994	2445	14819
chr4	11843846	11844701	1389544	1477649	405367	371702	2168	2542	0
chr4	13626257	13627682	5431	77433	300	1674	1694	1005	15927
chr4	13875959	13878205	255133	327135	217335	203150	76651	2537	42298
chr4	13958013	13958914	337187	409189	299389	122441	3009	8086	6567
chr4	14320665	14322195	689202	771841	662041	25098	6105	2103	0
chr4	15218893	15219790	150979	8998	209796	13426	15146	1723	4466
chr4	15444061	15444674	182383	12143	208763	14538	14522	14616	93
chr4	19673847	19674626	1042762	1921264	579045	315271	26853	7036	0
chr4	20101822	20103705	613683	2349239	149966	316931	76914	12053	3858
chr4	20389558	20391349	326039	2636975	29036	29287	29287	4768	9080
chr4	21318471	21319796	588893	3153854	615516	102642	12377	3360	0
chr4	21474406	21475673	744828	2997977	771451	258577	3018	0	78240
chr4	21725109	21726781	995531	2746869	789597	43375	38821	37749	26179
chr4	21845128	21846686	1115550	2626964	669692	74824	53823	12609	2230
chr4	21932192	21935314	1202614	2538336	581064	161888	14842	139	0
chr4	22242420	22243673	1512842	2229977	272705	147323	3376	1745	498
chr4	23139744	23140681	1374890	1332969	393337	430376	2240	578	0
chr4	23373442	23374535	1141036	1099115	627035	664074	11098	2707	6430
chr4	24253793	24254544	261027	219106	217431	43177	129412	1909	0
chr4	26826659	26828082	394924	29777	30548	354	374	113	0
chr4	27462878	27465854	1031143	399532	467863	454354	82396	23946	0
chr4	31122036	31122821	4690301	4058690	55282	739632	63932	6946	1587
chr4	34665335	34665941	1400975	2595826	916610	465855	126882	4820	12119
chr4	35281331	35282364	784552	1979403	961021	149387	13152	11936	28132
chr4	35345228	35345771	721145	1915996	897614	156813	49564	46429	0
chr4	35754089	35754877	312039	1506890	488508	159019	62839	7286	11788
chr4	37882808	37885202	17753	348393	6846	6934	6227	0	3896
chr4	39168862	39170120	49357	501879	13161	13836	385	77	0
chr4	39346656	39347328	3565	679673	7410	7848	7828	3604	0
chr4	39403167	39403756	49959	736184	34561	35083	35083	2574	17270
chr4	39855714	39856220	4449	481333	91590	13165	12643	16791	5
chr4	39935879	39936771	18737	400782	11039	41326	935	7111	8473
chr4	39951604	39952393	24604	385160	2996	25704	3000	2687	3736
chr4	42811817	42812378	188553	60390	151566	7219	7225	3678	151
chr4	44484054	44486037	200335	1463803	32713	32990	1800	6138	18747
chr4	45646783	45647639	923972	699940	294052	918079	110601	12065	650
chr4	45872215	45873150	1149404	474429	519484	1104846	113827	649	9378
chr4	47415207	47416790	97762	307704	47811	48886	11026	9706	18575
chr4	47731906	47745855	98669	624403	92354	43301	43301	0	0
chr4	47791725	47792388	52136	684222	45821	2421	2421	0	14481
chr4	47861026	47861836	15317	624155	21075	21522	19362	4716	6233
chr4	48251773	48252656	12463	233335	10645	2289	2409	7318	4934
chr4	49549650	49550858	643066	544382	640389	640726	514924	326544	221515
chr4	50284578	50285619	1377994	1279310	1375317	1375654	1249852	1061472	956443
chr4	50794267	50795076	1887683	1788999	1885006	1885343	1759541	1571161	1466132
chr4	51366182	51368124	1362593	2348749	1340159	1340932	1340932	1329307	1009701
chr4	51535280	51536514	1194203	2180359	1171769	1172542	1172542	1160917	841311
chr4	51602012	51603093	1127624	2113780	1105190	1105963	1105963	1094338	774732
chr4	54012348	54012863	1228	295267	217252	13404	13424	2300	14634
chr4	54170720	54171838	21591	173742	58277	60358	27559	2689	21625
chr4	55562571	55563379	708829	356893	37142	380567	7827	6842	0
chr4	59497709	59498388	1598180	1442008	1467359	433373	91886	6786	0
chr4	62892869	62894347	4993340	4837168	2130045	1825806	28718	167	0
chr4	63487816	63488704	4843535	5375787	1535688	1984532	193657	13139	8946
chr4	64347987	64349007	3983232	4515484	675385	1124229	1450	3424	0
chr4	64428607	64430080	3902159	4434411	594312	1043156	82070	0	0
chr4	64607919	64609099	3723140	4255392	415293	864137	178315	0	0
chr4	64871428	64872897	3459342	3991594	151495	600339	83866	799	4473
chr4	66640724	66642929	1689310	2221562	1616123	1167340	1183	563	0
chr4	67409724	67410893	921346	1453598	998567	848623	16381	12933	0
chr4	67618725	67619608	712631	1244883	789852	639908	20209	18233	31523
chr4	67644793	67646158	686081	1218333	763302	613358	46277	370	4973
chr4	68073081	68073567	258672	790924	335893	185949	8114	2940	21708
chr4	68200625	68201837	130402	662654	207623	57679	7306	1945	31167
chr4	69376517	69377296	173313	21177	58201	64880	12153	10138	226213
chr4	70172801	70173326	969597	422890	524007	382090	13684	10340	0
chr4	70829220	70830161	689318	387621	131574	19554	19655	0	48071
chr4	71640654	71641433	44420	412626	18649	63623	1710	0	87939
chr4	72697580	72698440	924666	643249	644100	118133	17957	18082	4611
chr4	73299641	73300238	623583	1245310	133554	130346	67767	6403	0
chr4	73534699	73538261	385560	1480368	29534	100841	93375	2238	5378
chr4	73818375	73819315	104506	1764044	113656	116081	9331	1112	2218
chr4	74083788	74085363	12549	1514977	36379	3393	3373	10121	1531
chr4	74214211	74215007	98014	1385333	87903	89227	6827	0	26513
chr4	75253572	75254372	220974	345968	9311	75848	9516	10629	319
chr4	75316343	75317203	283745	283137	51951	80473	47258	18962	30501
chr4	76239007	76240464	170696	13288	132374	23763	23743	2353	7655
chr4	76557444	76559156	9850	254562	1064	1580	1580	12641	12914
chr4	77286687	77287562	156840	55713	58493	63903	54580	1901	0
chr4	79127586	79128804	251387	8158	147001	19249	19022	9026	2832
chr4	81403003	81404823	1608150	145643	145609	57173	6246	4197	0
chr4	86088611	86089142	1702505	583481	200573	19667	19687	5975	5
chr4	86391169	86391864	1479964	886039	3545	4352	3762	231	0
chr4	86787839	86788456	1083372	613861	87692	88035	38831	19532	42134
chr4	89444321	89445267	1355	223158	0	0	0	0	3317
chr4	90045753	90046710	517278	142877	12297	13069	13069	11709	33841
chr4	90197021	90199462	668546	7316	163565	46474	26514	2806	1082
chr4	90465821	90466342	937346	276116	349441	34737	34757	13009	2019
chr4	90580379	90580942	1051904	178211	234841	655	355	972	11090
chr4	91865090	91865684	2336615	1105773	814252	268188	1679	8426	26894
chr4	93924258	93924901	1212330	825685	745713	301034	11004	2409	12415
chr4	94386221	94387227	750004	363359	283387	191689	130778	0	19732
chr4	95278962	95279503	71345	19006	92825	18678	17798	1727	648
chr4	96167220	96167766	959603	487340	179955	79876	3491	167	63830
chr4	96256498	96259182	1048881	576618	88539	169154	33601	13317	0
chr4	101045749	101046655	198386	63493	64624	41085	17285	1757	1940
chr4	101557038	101559041	703574	446706	102732	25614	25614	0	2051
chr4	103241157	103242504	48062	2130825	35	20170	312	0	16000
chr4	107208273	107209923	0	745778	26067	27413	27413	13291	0
chr4	107564693	107569191	294574	386510	325493	273804	42338	942	12705
chr4	107976287	107977070	706168	20435	19076	610373	18826	4260	5850
chr4	108644870	108645738	271344	99697	2079	3226	2046	1389	0
chr4	108841525	108846260	70822	94828	5650	6336	6336	0	15418
chr4	110884898	110885771	140451	84185	91196	26185	26185	9808	17249
chr4	111470120	111471173	725673	72197	32345	64656	32376	0	21064
chr4	112568019	112569112	627250	269962	497468	4555	4535	520	13076
chr4	114646468	114648391	1066955	694370	32064	16724	16724	5964	17338
chr4	114719510	114720329	1139997	622432	34968	11706	9166	8037	22495
chr4	115578585	115581060	1999072	235706	56988	53641	0	0	4879
chr4	116045016	116045971	2465503	702137	523419	33052	32592	1321	40757
chr4	117222566	117223067	1978676	1879687	1700969	1142	1102	25999	8352
chr4	117525965	117527198	1674545	1747202	1671073	304541	4672	4656	2142
chr4	118691749	118692272	509471	582128	505999	506985	0	3674	1390
chr4	119540662	119541522	74178	266141	27043	27738	27738	27789	3054
chr4	121113373	121113850	711843	13807	123656	35809	35809	6765	9607
chr4	121440652	121442714	1039122	340922	400337	1188	1048	18422	0
chr4	121946117	121947062	642292	47135	46054	113814	15814	2656	5094
chr4	122783586	122784116	44513	97342	6455	7480	7480	703	0
chr4	127605327	127606074	1208819	1369596	1093649	920505	43883	2221	1535
chr4	127991335	127992906	821987	1755604	706817	533673	9341	241	1272
chr4	129993371	129994706	5849	3757640	17169	19970	19950	2144	0
chr4	130132900	130135366	101056	3897169	114926	49860	49650	4195	0
chr4	132928111	132929834	2896267	6627086	2910137	281767	28438	1042	76439
chr4	134771262	134772524	4739418	4784396	3680805	529317	47792	9125	34176
chr4	135244693	135245352	4718770	4311568	3207977	1002748	3187	3391	5537
chr4	135418399	135419586	4544536	4137334	3033743	1176454	3610	2	3941
chr4	135590449	135591128	4372994	3965792	2862201	1348504	103588	5466	0
chr4	136208102	136208618	3755504	3348302	2244711	1966157	83879	4102	7497
chr4	137676264	137677462	2286660	1879458	775867	1279494	108260	8272	4731
chr4	137770125	137770758	2193364	1786162	682571	1186198	14964	1322	1700
chr4	139081308	139082287	881835	474633	79415	29449	29429	0	2912
chr4	139759233	139761063	203059	0	164957	127613	2084	1965	4845
chr4	140758690	140760203	406768	17447	170752	19810	19773	0	26721
chr4	141046334	141047502	418335	11252	24105	21250	21250	14599	6389
chr4	141651182	141652135	50813	161087	8637	12381	8838	1926	4464
chr4	142533163	142533686	74839	438409	23294	23356	23950	15653	337
chr4	142787673	142788911	134875	692919	93690	23905	23905	0	13642
chr4	145010231	145011527	542094	556368	176584	84109	17619	15591	39295
chr4	145759592	145760475	236753	191538	131383	50828	50828	9144	14472
chr4	145997222	145997989	0	429168	19914	21387	14538	3068	9398
chr4	146022966	146023547	5146	454912	1463	3442	2042	664	7068
chr4	146394704	146395680	40170	826650	6461	13236	7156	4642	23147
chr4	147120243	147122651	6441	451889	21795	22879	22473	0	44030
chr4	148048037	148049245	494811	20883	11671	32881	29605	4007	0
chr4	148923798	148925712	2838	441338	21736	21266	17334	3655	26141
chr4	149339999	149340773	336843	26277	22239	22923	22943	2958	0
chr4	150873803	150874717	629736	178427	125717	46044	27268	2273	13667
chr4	152020037	152020860	1677	308515	0	0	0	0	70519
chr4	154631519	154632111	72872	26411	25279	66695	293	2206	0
chr4	154851147	154851646	292500	138112	137198	13303	13343	0	11496
chr4	154999998	155001635	441351	286963	252529	162154	75960	0	0
chr4	155839475	155840470	377572	156884	152572	42146	6342	6371	0
chr4	156044994	156045864	583091	362403	50863	90670	18912	993	11804
chr4	157866813	157868230	1760823	1820312	991360	268209	0	0	0
chr4	158376428	158378176	1250877	1310366	713499	777824	101211	2381	24133
chr4	159521392	159524084	104969	164458	67347	57485	7892	2268	41501
chr4	160798008	160799365	518475	445777	697722	430104	22397	9990	11330
chr4	160874973	160876703	595440	522742	774687	507069	6427	6290	9599
chr4	162270662	162271262	1773052	1429510	29220	205673	9481	5140	7543
chr4	162898977	162899603	1144711	801169	185619	185558	36634	508	17672
chr4	163395072	163396589	647725	304183	309448	22278	15605	4084	359
chr4	164068438	164069553	0	299005	16141	18043	16941	429	0
chr4	164132132	164132945	49077	362699	43419	32471	16988	18651	2425
chr4	164274295	164275062	153734	504862	139492	108731	20171	0	9858
chr4	164465356	164469451	14020	695923	0	2045	0	0	79929
chr4	164751108	164755895	299772	981675	74903	13944	13924	751	0
chr4	165571585	165573222	427425	472391	225112	43661	43721	27160	0
chr4	166138562	166142063	77802	92814	8405	9258	8138	9478	60319
chr4	166749241	166750058	484140	43462	214359	92764	28597	5565	5056
chr4	168131315	168132056	1767407	23500	23025	11428	11340	1834	234
chr4	169340215	169340987	558476	457627	60095	94591	59705	22	0
chr4	170825428	170825999	167550	143392	121345	47649	19857	1228	1578
chr4	171933002	171933985	1275124	799591	312728	161612	10017	5275	2383
chr4	172475389	172476056	1695133	257520	855115	84740	28850	1246	9658
chr4	174501230	174501989	204196	40944	70183	71118	73186	0	2863
chr4	175074034	175076084	164008	44066	58837	32115	1392	1348	3933
chr4	175327261	175329017	87012	114924	114015	15881	15641	9087	38827
chr4	175756326	175757084	516077	153535	5570	5742	5782	177	23459
chr4	175968526	175969634	728277	365735	217770	217942	61591	0	2903
chr4	176927462	176929925	325265	4529	3600	3778	2691	3024	58961
chr4	180216353	180217782	1856560	2848643	761273	166689	10788	3724	3093
chr4	182299340	182300273	1501868	766152	639791	378809	13491	11388	6738
chr4	182925313	182929863	872278	136562	10201	135736	7353	3411	15397
chr4	185003973	185006845	174170	2026	144439	11689	11671	1241	24147
chr4	187294412	187295793	175807	268685	168228	171170	57504	4100	0
chr4	187936195	187937205	817590	910468	810011	175193	16152	2146	19982
chr4	187952623	187953419	834018	926896	826439	191621	18037	7793	29381
chr4	188218954	188220380	1100349	1193227	1092770	457952	63836	5171	10999
chr4	188245664	188246679	1127059	1219937	1119480	484662	37537	2998	0
chr4	188868306	188868921	1749701	1842579	1742122	711341	9218	24008	0
chr4	189121471	189123603	1752423	2095744	1737667	456659	16413	3669	0
chr4	190220459	190221495	654531	3194732	639775	96823	63946	573	0
chr4	190386262	190388930	487096	3360535	472340	262626	100673	18935	0
chr5	1338273	1338698	0	23857	3862	3398	3438	4983	7875
chr5	1558113	1562922	21906	102412	21082	31674	21389	17514	0
chr5	1609633	1610552	24692	54782	14365	14889	14889	7604	609
chr5	1691106	1692086	103006	1859	56478	45842	23518	11783	0
chr5	2101891	2104094	275053	204182	62942	63067	33002	177	3405
chr5	2395400	2395895	568562	497691	356451	356576	19900	2470	10768
chr5	3250633	3251757	1423795	1352924	1211684	1211809	72974	5727	0
chr5	3541336	3542124	1714498	1643627	1465289	1320632	60152	373	8004
chr5	3965102	3965913	1462297	1886842	1041500	896843	266249	31153	389
chr5	4020169	4021278	1406932	1831477	986135	841478	274743	4358	0
chr5	4304732	4306349	1121861	1546406	701064	556407	4651	2170	2601
chr5	5926250	5926852	439307	3561	170367	38986	39006	5529	109
chr5	5962428	5963036	403123	31875	206545	75164	67045	6518	19309
chr5	6615631	6619478	0	58620	12222	13878	13898	13109	2942
chr5	8041148	8041876	136116	19459	170092	171844	73089	9442	18744
chr5	8310827	8312985	405795	249362	439771	37091	37091	14119	4203
chr5	8981370	8982818	1076338	1638	380178	31197	0	0	0
chr5	10209167	10210222	11097	62246	38504	39494	38834	7253	29098
chr5	10476477	10477878	41651	329556	33880	23433	3878	804	2235
chr5	11738298	11739170	979476	615658	976146	750014	18119	9890	4072
chr5	12234268	12235409	1475446	1111628	1472116	1245984	125078	33973	11032
chr5	13894379	13895274	302617	993628	115882	92862	15680	0	18531
chr5	14328191	14329021	0	559881	50411	40887	2555	1509	11659
chr5	14350751	14351680	0	537222	72971	63416	596	580	0
chr5	14625001	14626959	47274	261943	36339	37637	29537	0	0
chr5	14642547	14643750	30483	245152	19548	20846	20846	1794	11985
chr5	15161307	15163025	446265	21239	167752	157451	28287	6174	19524
chr5	16140567	16146165	297612	1000499	317516	14768	14751	3942	12343
chr5	16926841	16927818	451725	1786773	289105	141377	6418	4789	10022
chr5	18658445	18659116	2183329	3518377	39549	39440	4302	3002	5874
chr5	19688206	19688985	3213090	4548138	941687	809882	123239	7438	20055
chr5	20205612	20206941	3730496	5065544	1252582	291926	98702	3655	0
chr5	21243201	21243961	4768085	6103133	215562	215455	171482	26562	0
chr5	21608128	21608671	5133012	6468060	148218	148564	148544	30	4789
chr5	23743232	23745186	3731535	7894852	2283322	883702	68416	84	483
chr5	23892398	23894004	3582717	7746034	2432488	1032868	77098	476	0
chr5	25667498	25669250	1807471	5970788	1734197	1803026	44146	23336	580
chr5	26939710	26940676	536045	4699362	462771	531600	94670	0	9380
chr5	27159476	27160316	316405	4479722	243131	311960	52055	14699	5670
chr5	28996292	28997778	1518348	2642260	1521311	97094	67913	15720	6464
chr5	29339016	29339747	1861072	2300291	1864035	243996	39929	6116	3246
chr5	29510261	29511206	1893271	2128832	2019779	415241	130437	4311	2377
chr5	29679547	29680350	1724127	1959688	1850635	584527	164408	8119	694
chr5	31599711	31600126	47847	39912	38483	39010	38970	636	0
chr5	32953617	32959415	347426	241367	242413	243312	19249	0	2428
chr5	33869029	33869412	1354	640868	10413	11685	11685	12616	5139
chr5	33936021	33937030	51463	707860	0	0	0	0	0
chr5	34879749	34880698	24612	150441	33065	17758	17778	17791	5262
chr5	35367132	35368149	399777	259748	136952	46928	46928	4287	32150
chr5	37028681	37029242	11614	590498	147438	82514	29757	14600	616
chr5	37348431	37349103	1413	481613	20104	22033	20961	1926	30769
chr5	37671756	37672604	137511	158112	164336	49212	0	1214	0
chr5	38281500	38282342	659734	39182	274543	100676	15556	2974	25485
chr5	38447339	38447851	494225	1226	109034	5905	5235	0	4732
chr5	40106958	40107528	657413	167995	377290	116688	73011	4638	9837
chr5	40484660	40486950	277991	209019	0	138	0	360	7529
chr5	40648534	40651016	113925	372893	28164	69584	28840	0	0
chr5	41267901	41268695	433610	106324	12528	178584	1981	1772	35662
chr5	43598007	43599113	11137	789539	2152	4103	3023	0	0
chr5	43638840	43639344	785	749308	34020	34776	389	3077	0
chr5	44285524	44286691	527349	101961	521516	487926	50385	5204	500
chr5	44531881	44533636	280404	142951	274571	240981	141997	0	41337
chr5	44857878	44859903	37407	468948	46532	15833	15833	3018	38436
chr5	46617115	46617808	1796644	2228185	1673607	823071	822551	298093	186923
chr5	46897887	46898755	2077416	2508957	1954379	1103843	1103323	578865	467695
chr5	49122106	49123239	911667	1139892	612820	588657	497917	370782	367894
chr5	49382390	49383312	651594	879819	352747	328584	237844	110709	107821
chr5	49434397	49436164	598742	826967	299895	275732	184992	57857	54969
chr5	51071571	51074325	947323	387777	807835	182853	64371	13417	48340
chr5	52310625	52312014	82764	1635	24779	65921	5741	2258	3567
chr5	52778540	52782643	383389	410780	0	516	0	0	0
chr5	53063494	53064285	668343	658292	205915	52011	52291	5485	2637
chr5	53162193	53162998	767042	559579	304614	45449	7151	3927	0
chr5	54731959	54732610	6042	193058	71387	14679	14755	3207	17296
chr5	55746397	55747210	430273	12816	28635	34973	28346	4352	1502
chr5	55814405	55815024	362459	14894	36701	69752	36801	3169	14346
chr5	56184442	56185780	6175	71777	18357	19976	18436	1245	15768
chr5	56294574	56295120	57203	36060	45804	30996	2210	0	0
chr5	56541189	56543155	122	72337	51401	24145	1775	570	8014
chr5	56603701	56604837	53855	10655	8895	9346	8697	3566	0
chr5	56803590	56805974	253744	187971	8135	8265	8346	0	6987
chr5	57022758	57024216	472912	53097	227303	227433	76334	0	0
chr5	57510563	57511312	960717	355492	57200	244604	23704	10899	0
chr5	57828419	57828878	1278573	50567	49307	41095	12978	30400	33798
chr5	58314414	58315627	1497439	19109	18956	19628	10607	10801	0
chr5	58804303	58805239	1007827	469410	89022	53397	11519	212	15101
chr5	59567467	59568450	244616	569949	232068	22423	14699	4426	687
chr5	59893327	59895414	33600	242985	74471	10859	0	7543	10156
chr5	62311585	62312777	388437	876901	601678	436951	7301	13107	0
chr5	62407940	62408375	484792	973256	698033	533306	2729	3360	10114
chr5	62486029	62486802	562881	975259	776122	611395	80818	4348	6029
