Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr22	12882453	12884072	4641720	4963871	4632970	4634184	4164664	4189713	1547510
chr22	14277468	14280036	3245756	3567907	3237006	3238220	2768700	2793749	151546
chr22	16449425	16449930	1075862	1398013	1067112	1068326	598806	623855	0
chr22	17531204	17531922	320	316021	11427	12800	6874	7246	18738
chr22	20347052	20348463	219072	146828	38487	39388	4941	41670	262
chr22	20819265	20820051	5290	33993	28867	30105	0	8428	19151
chr22	22008385	22009705	0	581125	623	1941	1122	341	14023
chr22	23899746	23901391	133596	6445	35324	35482	17782	6103	0
chr22	24480484	24481966	0	559032	69429	20830	20463	2815	3863
chr22	24606727	24610622	32277	492367	53038	28154	2034	12385	0
chr22	29290094	29290564	96968	1836	10020	10650	4682	2238	0
chr22	35627587	35629883	28905	244660	672	0	0	0	185
chr22	36396898	36398258	139090	72345	26178	63758	15438	9448	0
chr22	37722168	37723046	13817	291	14939	18424	3570	232	0
chr22	38116334	38117996	27366	81272	23237	23330	23370	4015	17784
chr22	38434417	38435411	19997	12950	17461	12965	3653	3902	0
chr22	42743927	42744768	132591	4622	19784	20588	7876	858	0
chr22	43728997	43733449	150090	4394	68692	9106	5873	0	0
chr22	43973719	43975759	384199	695	231605	189155	56787	3033	0
chr22	44196960	44199397	160561	21305	7967	8799	2376	4127	0
chr22	46186316	46188527	901	86213	4574	14632	14472	4552	0
chr22	48016504	48017997	445553	870894	619303	374408	9689	10750	0
chr22	48878677	48880895	1034380	7996	1167922	38273	7501	7397	30043
chr22	49283812	49286996	628279	394796	761821	414160	305906	0	0
chr3	1053685	1054481	2116150	575446	519096	379167	63891	1202	411
chr3	6289554	6290860	1027361	1156529	601	608	596	2168	0
chr3	8545563	8546201	35850	60720	0	2059	0	0	9541
chr3	11656061	11656709	13284	361093	12219	12557	9027	0	0
chr3	13381263	13382060	0	58833	73731	7339	7339	410	0
chr3	16598531	16599566	54271	18286	40155	5886	6067	6003	12454
chr3	19087122	19089679	903729	601405	54733	98777	26554	0	849
chr3	24164249	24167627	146064	64052	172009	28269	28169	2603	19405
chr3	25037325	25038504	606851	344717	474129	441730	11232	2543	2467
chr3	28898078	28899094	532117	20279	188454	15254	15254	1740	38365
chr3	32629947	32631120	98115	157922	10674	10523	3545	0	10284
chr3	33875364	33876233	4861	614225	33496	35200	0	0	0
chr3	34112404	34114710	202274	851265	14009	13640	4740	0	11195
chr3	35297424	35298529	1387294	382543	382587	893680	39527	4275	3563
chr3	39019741	39020810	87751	13455	72022	72586	20726	4845	73833
chr3	39928323	39929257	426896	75893	76624	77178	8559	17093	1554
chr3	40207549	40209148	147005	0	2230	2888	2908	0	0
chr3	41053840	41055266	196682	14313	184798	40476	40456	7585	11374
chr3	44638596	44639181	27695	287802	11455	12199	11832	8920	0
chr3	46257470	46258132	231141	19089	7587	7646	7366	988	6276
chr3	47743724	47744385	0	129353	38926	39171	18677	3751	22747
chr3	48550806	48551189	5565	3226	8511	30035	5502	5467	0
chr3	50988840	50989517	343858	91264	549	77376	19519	939	2777
chr3	51598661	51599270	14414	151760	24662	25897	25117	20170	0
chr3	52640579	52641599	382	712922	68155	63457	63457	1599	25173
chr3	55614121	55614822	988237	88795	27506	27234	23654	376	5608
chr3	56641983	56642571	9249	59062	49225	50159	36847	17811	0
chr3	58112622	58114535	1112	96047	14823	10418	10418	1449	6569
chr3	59350940	59352153	933715	34625	85317	8443	8463	0	7480
chr3	59407258	59408957	990033	90943	28513	28279	2859	433	0
chr3	59427634	59428364	1010409	111319	9106	8872	1401	0	2508
chr3	59483653	59485259	1066428	110112	46032	17029	16999	5073	0
chr3	64176067	64176619	171717	50771	33566	34362	13387	1482	2926
chr3	67587371	67589795	7931	270238	15403	19766	6685	65	42254
chr3	68180994	68183876	483370	269976	474560	340210	123802	8610	0
chr3	68428691	68429786	598497	287362	632025	278410	26127	4394	14737
chr3	73421049	73421713	308840	21856	76591	76383	11043	5532	6958
chr3	73608350	73609017	496141	146479	109814	64589	20619	0	4694
chr3	73842070	73843193	729861	380199	343534	112263	65957	12016	6372
chr3	79748946	79749963	982924	6287075	679464	1376702	38969	557	0
chr3	79886918	79887899	1120896	6425047	817436	1514674	13377	4122	0
chr3	81458910	81460295	119735	6151288	348413	74321	7989	0	880
chr3	81974910	81975409	175516	5636174	48541	15264	15254	12967	1859
chr3	84952576	84953517	3151087	2658066	54132	914561	54499	11901	0
chr3	88536795	88538250	369158	693420	334403	46691	46711	3882	41951
chr3	90176263	90176944	2008626	2332888	1019170	41352	54732	4133	0
chr3	92701488	92702323	1076620	4858113	858109	996533	858093	856892	2136395
chr3	94704683	94705223	861201	4652284	921551	922859	47579	815	294686
chr3	96828946	96829796	829225	2527711	295860	244302	244114	2196	1657
chr3	99446367	99447188	423375	88733	88487	25156	25088	6616	13410
chr3	106289441	106290711	310254	1276490	312439	4057	4057	0	44419
chr3	109456984	109458667	1083788	1330372	656040	6011	5980	5349	17245
chr3	111073797	111075139	765150	164819	186228	150706	27942	2035	0
chr3	111905413	111906154	56138	152306	514	133	122	10888	3407
chr3	114088472	114089472	17756	1120147	13334	48148	13264	0	11275
chr3	114311993	114313051	241277	896568	137699	26540	9909	26	0
chr3	114676208	114677070	605492	532549	141811	134054	16146	1570	7065
chr3	118194967	118196942	159911	403936	327662	0	0	1597	26637
chr3	119242211	119242933	0	274977	22370	24807	23507	894	0
chr3	122503761	122505735	44150	133840	6049	6861	6861	0	21214
chr3	124042812	124043866	370475	14380	259359	115828	24648	4897	17202
chr3	136729791	136730956	64972	751032	1933	1875	1900	0	829
chr3	138386999	138387433	3845	199167	58326	18203	18203	17	15977
chr3	142986550	142987556	139805	302914	102246	8000	7980	0	6557
chr3	144201954	144202839	482724	1518318	279998	15399	50	3654	5662
chr3	145623024	145623632	607791	570708	254443	4840	4840	371	5250
chr3	147474290	147475169	1223913	337379	188588	327687	133222	3670	1231
chr3	148765629	148766742	4296	77351	36218	4605	4605	4824	24995
chr3	151565869	151566381	451629	385663	345112	31149	23095	8812	10666
chr3	153291071	153292160	680454	1504479	407667	47696	22148	18728	32384
chr3	155583261	155584126	35607	178843	3441	4130	4110	1809	1635
chr3	156636946	156638238	107327	515010	91553	37398	37378	6575	595
chr3	157593345	157594007	248619	375857	218032	9939	5109	2125	42221
chr3	158820554	158822812	278783	52163	299434	9776	73210	2294	9855
chr3	159959087	159960560	31394	14246	14825	15483	14583	15298	4649
chr3	163535072	163535823	2564035	1375904	1132886	683206	7588	4037	5810
chr3	164641927	164642602	2782971	269125	26107	282034	50449	7299	0
chr3	165773094	165774374	1651199	861196	217835	105242	44100	2482	2139
chr3	166980122	166981123	444450	1884182	116633	87038	15036	8740	8903
chr3	168681408	168682153	813708	183152	32370	113275	84871	9607	15871
chr3	169092415	169093385	402476	12351	227218	225051	55442	5152	57268
chr3	174102422	174103078	882345	986457	55406	55658	7239	12580	0
chr3	174232335	174232918	752505	1116370	72776	73451	46443	0	6305
chr3	175602604	175603295	615194	1841658	191951	160399	15170	10472	128
chr3	177181228	177183784	286331	261169	20785	13644	132	953	139
chr3	178689312	178689728	16932	1244206	4456	1888	1868	0	8686
chr3	181460440	181461126	774178	13284	14803	30756	6376	15789	3480
chr3	181587996	181589263	901734	140840	30268	30132	24733	0	3926
chr3	186282501	186282863	7605	52607	1242	2233	2233	1961	6521
chr3	187259198	187259947	170095	57033	171805	172360	16910	5663	10009
chr3	187699321	187700754	610218	14085	170675	45577	6252	5252	2806
chr3	188988498	188988941	45366	118586	17227	17515	174	181	4998
chr3	192037038	192038355	478351	357597	88777	79950	80900	3214	23326
chr3	192791242	192792259	273913	322840	154586	155378	3516	245	4449
chr3	192818800	192819869	301471	295230	182144	138939	31074	6566	19689
chr3	195656688	195657671	41102	125225	19623	19924	14584	0	2270
chr4	1557749	1558460	133921	213224	22640	22816	6908	0	0
chr4	2348921	2352976	86717	34273	13406	60960	13597	1985	0
chr4	5308094	5309153	282742	113100	399981	13876	15883	14392	0
chr4	5753034	5753827	1269	92569	37825	6549	1546	5160	0
chr4	6508329	6509904	68852	17530	66487	66912	4088	0	0
chr4	7187391	7189394	120759	1599	82233	82187	0	0	0
chr4	8093366	8093871	109956	17990	66057	25282	25265	5139	8299
chr4	8494311	8495179	13341	100413	40275	23453	23527	2098	1081
chr4	9342440	9399742	667393	641774	186968	134134	0	0	0
chr4	9943874	9944703	122432	96813	44871	27653	1910	2040	7996
chr4	11964111	11964760	1421076	1559083	525632	491967	3210	3498	121
chr4	13290132	13290834	95002	233009	193893	40831	9838	5665	11887
chr4	14147095	14148075	526269	598271	488471	19181	10941	1248	24308
chr4	14937169	14938081	73316	290707	64301	26535	25887	3373	11893
chr4	18008345	18009726	160863	255762	11627	12690	11416	8390	2585
chr4	18767162	18767985	919680	1014579	707446	75960	67099	5164	0
chr4	18802289	18803182	954807	1049706	742573	111087	39454	1543	0
chr4	19173391	19174068	1325909	1420808	1079603	184360	19247	0	0
chr4	20112555	20113024	604364	2359972	140647	307612	67595	2734	14591
chr4	20237962	20239599	477789	2485379	14072	181037	13777	3549	19359
chr4	20346524	20347692	369696	2593941	72693	72944	30980	8938	208
chr4	21298413	21299770	568835	3173880	595458	82584	6176	6354	13609
chr4	21544147	21546485	814569	2927165	841192	223671	72759	37	7428
chr4	25796387	25797097	6253	694784	48222	26621	26623	2236	22048
chr4	27050189	27050870	618454	12075	55174	41665	129	3	2292
chr4	27367175	27368047	935440	303829	372160	358651	180203	6201	5920
chr4	28893749	28894218	2462014	1830403	1824122	164376	63882	7	0
chr4	29134698	29135747	2702963	2071352	1582593	75956	85184	301	20573
chr4	29964539	29966453	3532804	2901193	751887	415803	53595	1527	3339
chr4	30000945	30001531	3569210	2937599	716809	380725	26138	6738	24075
chr4	31379113	31383663	4683253	4315767	200797	996709	6383	6289	4429
chr4	34511549	34511993	1554923	2749774	762824	619803	26312	2495	0
chr4	35101895	35106681	960235	2155086	1136704	25115	21241	6975	14012
chr4	35167363	35167820	899096	2093947	1075565	35419	23527	7837	27776
chr4	36727272	36728278	522528	533489	391662	74188	35114	2259	18328
chr4	40319503	40320433	71287	17120	230	399	119	0	7206
chr4	40594552	40595534	837	256846	15092	15188	15208	12857	7761
chr4	41024299	41026129	195106	334568	29483	29095	26115	8315	9045
chr4	41746764	41747797	283241	11704	188928	5983	5437	5329	73084
chr4	43634400	43636841	1011136	614149	128384	54110	24794	5328	0
chr4	45442425	45443483	719614	904096	89694	713721	314757	1073	0
chr4	46452125	46454718	1059834	104420	522742	523278	59588	3475	17312
chr4	48222157	48222637	3101	263354	7178	7511	7513	0	0
chr4	48982583	48983521	75999	21625	73322	73659	4730	93	12493
chr4	49083433	49111272	176849	78165	174172	174509	48707	0	80641
chr4	49779906	49781848	873322	774638	870645	870982	745180	556800	451771
chr4	50263641	50264598	1357057	1258373	1354380	1354717	1228915	1040535	935506
chr4	50919234	50919946	1810771	1913966	1788337	1789110	1789110	1696128	1457879
chr4	51332607	51334764	1395953	2327339	1373519	1374292	1374292	1362667	1043061
chr4	54734710	54736402	406776	50385	35873	38535	6486	17833	22631
chr4	55717496	55718473	553735	511818	192067	493883	66812	333	21194
chr4	56453508	56455431	113012	45858	39449	28705	2845	10249	12576
chr4	61370823	61371662	3471294	3315122	3340473	303760	11402	12356	1521
chr4	62591382	62592260	4691853	4535681	2432132	1524319	56554	15172	0
chr4	62796210	62797411	4896681	4740509	2226981	1729147	45508	2998	0
chr4	65586995	65588257	2743982	3276234	562394	113611	110929	7188	14824
chr4	66217639	66218200	2114039	2646291	1193038	744255	110145	8705	17834
chr4	67181169	67182431	1149808	1682060	1227029	1077085	123358	2427	487
chr4	68900669	68902755	279217	36060	310272	138601	40767	19045	0
chr4	69333072	69334397	129868	20813	101100	27731	27768	12345	182768
chr4	69856822	69859285	653618	106911	414670	414498	57811	6400	0
chr4	72057364	72060168	284450	3033	3884	76588	3980	2296	7327
chr4	73071272	73072251	851570	1016941	361541	92748	10365	1990	16363
chr4	74641166	74641979	390432	958361	154584	39942	39962	12161	11593
chr4	75113199	75113885	80601	486455	39324	40715	18435	3436	0
chr4	75967305	75968171	6678	207013	83491	4598	4601	5299	18782
chr4	78243109	78243616	153892	50965	127610	53565	10469	11496	0
chr4	81725778	81727742	1548262	224847	223776	69194	35354	586	27107
chr4	81737534	81739012	1536992	213577	212506	57924	24084	2584	18043
chr4	84760386	84763258	374280	147359	302349	136759	41264	0	74211
chr4	86434502	86441619	1430209	929372	35041	36818	1784	0	29199
chr4	90921014	90921900	1392539	161697	103439	170070	26922	1587	35626
chr4	91669653	91673215	2141178	910336	618815	72751	89080	1718	8922
chr4	93427017	93428575	1708656	1322011	1242039	194501	152904	4267	1728
chr4	95111388	95113304	23927	185205	14953	15372	15632	9740	7716
chr4	96731421	96732844	1523804	1051541	259856	104769	28283	3103	17792
chr4	97963573	97965283	1376978	1538041	1098657	1098939	67874	3284	4846
chr4	99787256	99801205	16224	208202	46645	49091	0	1774	0
chr4	100246636	100247888	244800	667582	235643	77948	8317	35130	0
chr4	102910885	102911217	281685	1800553	175225	17908	1661	2476	1423
chr4	104514616	104515386	401168	3404284	394450	394892	95132	3350	50119
chr4	104576399	104578036	462951	3377665	456233	358976	62620	2518	2782
chr4	105753209	105753641	131070	2202060	38143	36585	16005	15943	24499
chr4	106104065	106104774	7338	1850927	32119	8222	3088	9328	6443
chr4	106606822	106607426	2208	1348275	21066	22350	18771	14765	0
chr4	109008286	109008800	52944	82205	78750	30976	13002	7294	2338
chr4	109534186	109535312	8250	148543	5711	6264	5855	3875	22126
chr4	111177512	111178974	433065	194941	57014	29542	10622	7309	0
chr4	112102236	112102876	1093486	551104	664461	87100	85380	6652	24206
chr4	112940600	112941492	254870	101408	125088	27936	11504	3097	3778
chr4	113654135	113654905	74622	814943	26114	1871	1811	1611	0
chr4	115302273	115302792	1722760	39969	216622	3124	3104	2178	136398
chr4	116137499	116137980	2557986	794620	615902	125535	24170	14297	123047
chr4	119451785	119452452	163248	177264	60051	60324	60324	8161	17548
chr4	120004061	120004912	209195	128350	128096	12809	12700	785	0
chr4	121479164	121480382	1077634	303254	362669	39700	39560	0	4391
chr4	123427962	123429215	171593	94205	47864	34461	4401	0	6633
chr4	123681282	123682204	173140	157602	26399	3822	3832	0	97377
chr4	125419189	125419963	1391159	815463	212080	213653	14224	8252	3136
chr4	126007426	126010104	1979396	225322	225778	224552	224572	8917	5555
chr4	126618383	126622881	2192012	382652	381465	383579	6806	3396	13603
chr4	128904992	128905402	9331	2669261	17238	13334	13334	10603	1206
chr4	132721710	132722296	2689866	6485979	2703736	75366	35566	73075	4524
chr4	132872019	132872854	2840175	6636288	2854045	225675	26671	36923	20347
chr4	133023722	133024892	2991878	6532028	3005748	377378	20419	1298	46853
chr4	135144917	135145988	4818134	4410932	3307341	902972	22050	17069	12024
chr4	135220940	135222475	4741647	4334445	3230854	978995	26064	11034	11074
chr4	135335157	135335798	4628324	4221122	3117531	1093212	8809	16672	5401
chr4	135749141	135750056	4214066	3806864	2703273	1507196	54277	20771	4623
chr4	136103071	136103698	3860424	3453222	2349631	1861126	91027	9026	0
chr4	136656260	136659727	3304395	2897193	1793602	2297229	32080	0	0
chr4	137773002	137773852	2190270	1783068	679477	1183104	11870	628	4577
chr4	138575710	138576389	1387733	980531	121393	380567	6866	7035	7860
chr4	138826688	138828360	1135762	728560	333342	128596	96156	23009	4033
chr4	141039451	141041917	423920	4369	29690	14367	14367	7716	0
chr4	141205960	141206943	258894	32350	31488	74128	833	8901	245
chr4	146514054	146516627	44749	946000	22519	23849	2671	3487	26055
chr4	147170564	147171990	56762	402550	18373	5660	5660	370	0
chr4	147990900	147991500	552556	14982	12006	90626	26784	5593	15842
chr4	149156839	149157418	153683	209632	18422	18595	18615	9054	2450
chr4	151639181	151639750	5151	585878	98629	109726	2586	2772	18219
chr4	152701602	152702010	26859	225	18861	19278	17966	11575	22254
chr4	156291325	156292366	829422	608734	4587	5570	512	0	16340
chr4	157492819	157493591	2030916	1810228	617366	98155	65694	1353	3031
chr4	157544662	157546131	2082759	1862071	669209	52325	52305	1893	54874
chr4	158418330	158419787	1209266	1268755	671888	761455	75839	12421	11996
chr4	160180038	160181010	7857	171074	79752	52214	7571	0	0
chr4	161923183	161924766	1643650	1570952	375716	552169	0	12539	0
chr4	163978912	163979279	65035	209479	106415	19368	8983	3507	46069
chr4	164368499	164371621	57175	599066	42933	43975	31835	16342	9726
chr4	164871623	164872594	420287	1102190	195418	134459	281	3621	9124
chr4	170129043	170130026	55152	330212	17702	1930	1930	0	4774
chr4	170317717	170318661	65110	518886	40163	32965	3055	9423	57211
chr4	176160388	176161813	920139	516500	409632	190629	22844	9367	56944
chr4	176356111	176357871	897319	320442	565219	3521	6887	6855	2076
chr4	177177931	177178877	76313	254998	60701	4540	4139	9079	439
chr4	177441499	177441925	186111	518566	196996	27135	27135	15449	43279
chr4	179170262	179170876	810469	2247329	805768	806578	157857	10256	898
chr4	181271995	181273357	2528784	1793068	216329	291851	46171	0	4313
chr4	182853851	182855280	946861	211145	84784	210319	16127	5037	5194
chr4	183477142	183477928	324213	410564	249754	8323	8178	0	2784
chr4	187056744	187058079	58534	31017	7182	1078	1040	561	32000
chr5	2325842	2328045	499004	428133	286893	287018	87750	2699	7424
chr5	2389040	2389976	562202	491331	350091	350216	25819	8389	16687
chr5	3009267	3009916	1182429	1111558	970318	970443	17367	6935	0
chr5	6249926	6251412	114747	180961	125672	21984	21984	7092	1766
chr5	8127410	8128422	222378	65945	256354	221654	12147	12037	2742
chr5	8153978	8155212	248946	92513	282922	194864	29489	0	19588
chr5	8992010	8993477	1086978	7433	369519	41837	10354	0	10335
chr5	13057541	13059695	1138196	1829207	951461	928441	23174	1064	7275
chr5	13961497	13962463	235428	926439	48693	25673	25653	3968	13653
chr5	15423532	15424769	708490	283464	429977	83283	26577	13766	36139
chr5	15587334	15587967	855810	447266	593779	247085	5782	0	7791
chr5	15757266	15757940	685837	617198	705741	402993	79959	3435	2235
chr5	17251457	17252624	776341	2111389	14429	3232	3232	5630	0
chr5	22886023	22887566	4589155	7745955	1426113	26493	14621	2180	0
chr5	23911244	23912669	3564052	7727369	2451334	1051714	95944	2456	0
chr5	25568833	25569398	1907323	6070640	1834049	1902878	45192	6166	0
chr5	25608995	25610941	1865780	6029097	1792506	1861335	3649	2377	18473
chr5	25771793	25772856	1703865	5867182	1630591	1699420	32570	442	2296
chr5	27152604	27153189	323532	4486849	250258	319087	45183	19659	12797
chr5	29820915	29824059	1580418	1815979	1706926	725895	20699	1618	0
chr5	31396766	31397407	7070	242631	133578	13854	13882	8107	0
chr5	32073032	32074231	24399	18925	52369	2696	19165	206	21096
chr5	35837927	35838424	266704	66851	86803	15432	1783	3791	0
chr5	37826141	37828169	291896	2547	8771	9427	9407	2113	32410
chr5	38179792	38180340	645547	141184	269632	57870	13016	9011	30362
chr5	39061867	39063484	1736	214817	3434	10152	10192	9930	27392
chr5	40112365	40113064	651877	162459	371754	111152	78418	6192	4301
chr5	40962654	40964425	128363	410594	120264	124744	14267	10	7536
chr5	44843057	44844597	22586	454127	31711	31139	31139	6245	23615
chr5	47337003	47337648	2516532	2925483	2393495	1542959	1542439	1017981	906811
chr5	51066575	51068663	942327	382781	802839	177857	70033	19079	54002
chr5	51869639	51870436	524342	414996	212708	82733	55915	5614	16214
chr5	52303582	52305632	89146	8017	17736	58878	0	2441	9949
chr5	52369119	52369905	24873	1359	34860	35651	15491	2187	1595
chr5	52393690	52394564	214	25930	10201	10992	1746	577	0
chr5	55294580	55295370	23364	159712	2713	3596	3596	671	26678
chr5	55572053	55572718	300837	187308	52590	5429	5069	3487	5368
chr5	56256502	56257613	19131	0	7732	8478	8438	9068	169
chr5	57683620	57684614	1133774	194831	69962	71302	71322	13216	24753
chr5	58449279	58451526	1361540	114386	25440	24704	13395	18643	16369
chr5	58627851	58629481	1183585	292958	204012	151187	23164	12196	21403
chr5	68097962	68098363	305455	16611	90670	90098	2475	333	42722
chr5	68940095	68940407	134500	824978	83156	83943	83943	144022	89989
chr5	69598954	69599404	793359	1416896	742015	742802	742802	710047	748848
chr5	73508929	73510557	414594	126756	313536	218877	11105	0	2261
chr5	74709536	74712453	0	321767	74501	45043	44383	0	0
chr5	75848880	75850231	42959	398640	5379	2465	2485	60	6101
chr5	76911506	76911868	86494	34613	13371	14188	11948	279	16144
chr5	77916294	77921103	0	969634	21429	75790	15473	2006	0
chr5	78107614	78108279	25467	1015075	52773	13257	10917	5943	2892
chr5	80170340	80171218	2249	124608	118696	118496	9158	15626	25829
chr5	80345059	80346166	157885	40773	249093	72110	4215	1739	27423
chr5	81066373	81067446	156576	54590	7492	19289	7510	1069	12800
chr5	81690554	81691306	118270	568400	115230	116100	16950	3251	28623
chr5	82053206	82055009	480922	712351	62047	2321	2382	0	0
chr5	82767873	82769202	1195589	125	0	274	0	0	19327
chr5	84235895	84237902	1678343	929902	1094734	1095131	109489	6491	3197
chr5	84244200	84246180	1670065	938207	1103039	1103436	117794	0	0
chr5	85074179	85074949	841296	1768186	838738	575699	25653	15173	0
chr5	86980866	86981733	279047	461791	190698	1224	1223	12377	40121
chr5	88499037	88499805	26279	509569	96906	28068	24011	1030	42704
chr5	91165156	91166407	497961	1311760	484433	369113	58719	3097	0
chr5	91226587	91227404	559392	1373191	545864	430544	1313	1201	37634
chr5	94606701	94607504	204014	3085	11900	12352	12292	6041	3766
chr5	95092863	95094490	0	362390	1541	1766	1746	1004	0
chr5	96445470	96446490	48487	675571	10527	14386	5046	2826	3536
chr5	96750205	96751266	5797	980306	1096	1300	1281	2070	16742
chr5	97418705	97420180	674297	678913	669596	15335	12781	1121	30793
chr5	97877514	97878285	240610	220808	225838	1053	33851	1420	21796
chr5	98355207	98357367	98173	255906	11378	5749	5829	10915	3400
chr5	99609406	99610116	536972	1510105	260400	260800	108082	2629	30767
chr5	103485127	103486879	872878	3116499	212544	586783	28054	16548	19152
chr5	104353597	104354720	1741348	2248658	653972	1414444	37911	19509	7429
chr5	104407521	104408756	1795272	2194622	707896	1360408	14742	23301	3001
chr5	105188537	105189427	2576288	1413951	274004	579737	119393	11669	3261
chr5	108093660	108094579	574584	857385	7858	9036	4811	2663	0
chr5	108478044	108479135	190028	472829	2750	18781	2740	10376	22047
chr5	110175500	110176598	78252	228895	86686	11304	6816	3326	15327
chr5	112499410	112500160	136317	9166	115491	60747	7936	0	48206
chr5	112749434	112750361	101218	73295	73295	98935	20178	23373	59288
chr5	113304263	113304544	383574	135300	391942	132441	65633	0	5988
chr5	114716614	114717671	142526	201157	83690	842	790	3186	0
chr5	118921081	118921602	59720	878936	131837	47437	6177	2208	27829
chr5	121431673	121435520	107224	122114	17702	93192	17429	156	519
chr5	122336353	122338218	170759	32475	33320	489	449	0	36064
chr5	122363663	122364516	198069	6177	7022	27799	6660	6567	9766
chr5	123836333	123836842	132154	1330367	150022	18492	3294	4783	8202
chr5	127731795	127733369	321790	629027	138636	194531	6548	13609	3388
chr5	128672267	128673196	1262262	1569499	123446	241223	122107	6573	0
chr5	130213220	130214332	280758	1087142	40382	285944	5741	796	4450
chr5	132040467	132043832	3558	408823	27748	29384	6444	0	0
chr5	135013179	135015757	288664	14896	132688	116435	34301	0	0
chr5	135909753	135910984	385360	154547	439718	148946	44921	0	7526
chr5	136463146	136464259	497123	120	606060	50542	12082	2203	8052
chr5	136513811	136514425	446957	50785	555894	101207	35167	33	5000
chr5	138749993	138751591	0	376965	9777	10189	6585	1438	0
chr5	139132133	139132694	65750	2207	2669	2962	2522	3127	0
chr5	140681057	140681983	16540	380020	17227	17826	18353	6501	0
chr5	140857285	140858421	6714	203582	0	1701	811	0	0
chr5	142902227	142903833	122038	862623	87307	12523	3663	1024	0
chr5	143841606	143842228	1061417	1455879	290807	188276	63043	5118	4572
chr5	145214517	145215901	282633	82206	345077	110324	0	7650	0
chr5	146201444	146201840	317390	23866	56165	288353	27126	369	10471
chr5	148974677	148975342	45257	176757	13308	10674	10574	102	19173
chr5	149812395	149812883	8698	104117	14367	16453	2953	2841	0
chr5	150033084	150034409	1297	324806	1284	1747	1767	0	7997
chr5	150178302	150179947	2311	470024	8460	39638	8198	46	19822
chr5	154642555	154643538	303210	28332	320709	50851	1951	1792	3644
chr5	155457680	155460122	1100548	53458	341618	202436	76986	0	42924
chr5	157673984	157674355	441515	42140	161587	71739	48120	6382	4934
chr5	162024838	162025534	843415	1049378	496359	496222	125387	3608	4088
chr5	162394328	162397985	470964	1418868	123908	123771	19971	4586	39186
chr5	162418493	162424155	444794	1443033	97738	97601	0	0	13016
chr5	164350680	164351972	1402270	3165636	578032	181380	54596	0	3767
chr5	164398209	164398594	1449799	3119014	531410	228909	102125	2147	17792
chr5	167085733	167086341	798248	431267	160369	160100	44151	12632	5395
chr5	167154241	167156392	728197	361216	90318	90049	3700	2090	36
chr5	167234120	167235214	649375	282394	11496	11227	11222	0	1700
chr5	171893229	171894316	199842	12646	11257	11777	3785	0	0
chr5	172522996	172524120	14462	106059	30653	18383	5422	0	0
chr5	173590871	173591937	207645	0	108335	118167	68291	6495	15887
chr5	174006475	174008140	623249	107933	267360	159651	26783	403	18411
chr5	176841400	176842809	12428	82502	1627	1536	1366	8158	12961
chr5	177185688	177186569	139257	259870	116046	158544	77082	77866	107236
chr5	177688187	177689282	29796	66316	19283	17878	8483	3934	0
chr5	177981662	177983215	44252	10947	33969	70301	29401	2590	0
chr5	179554895	179556362	104434	125324	55694	37211	585	664	28508
chr5	179679533	179680326	3163	101142	37450	38690	270	30910	0
chr5	180077227	180077872	75820	295089	0	87283	13354	0	2430
chr6	1669184	1670336	264753	60204	43726	3540	0	707	0
chr6	3916472	3917473	109820	240356	65324	66888	808	1333	0
chr6	5147852	5149227	35824	60786	6904	25349	3325	3710	15582
chr6	9334090	9334928	906322	976525	431161	78448	26768	3579	148085
chr6	17340956	17341877	264903	51663	258251	105679	58771	45187	19718
chr6	18083285	18084451	55028	35568	69281	38425	25932	6474	10009
chr6	20853131	20853900	255911	812048	65968	6007	6007	481	40123
chr6	25452848	25454546	338246	84914	47687	35830	5524	1126	14970
chr6	29184740	29185748	295128	87067	199609	199696	15290	873	2401
chr6	30674217	30675433	317	232961	8293	9783	9803	8776	4056
chr6	31123642	31124378	4252	32835	719	1658	1738	1201	0
chr6	32827357	32828881	4	89925	3174	5373	4693	0	912
chr6	34433510	34434828	40688	72684	0	17949	0	0	4800
chr6	34754323	34755631	11515	234750	3309	4045	4065	3585	0
chr6	34997453	34998456	11552	173158	18105	3900	3900	218	3306
chr6	36142862	36143662	24880	15518	20021	20494	1396	78	0
chr6	37556955	37558167	29518	4892	22707	22600	22611	965	0
chr6	39197558	39198305	551049	36873	25	154	174	0	14465
chr6	40076488	40077625	951839	174288	382936	39045	39031	2472	0
chr6	40290440	40291286	738178	5705	263809	173622	13816	5265	2997
chr6	40376094	40376831	652633	3830	178264	178505	73677	9053	0
chr6	40760964	40762143	267321	5381	205637	117995	30016	564	16350
chr6	41044904	41045668	1175	65683	1535	3320	2773	2764	0
chr6	41846010	41846428	27370	217683	15337	16668	5886	11918	0
chr6	42614942	42615725	1878	457732	75057	13669	9215	959	0
chr6	43585968	43586864	12	225317	9089	10192	9692	2398	0
chr6	45427905	45429165	678455	21011	36436	18551	18551	9	17788
chr6	46336076	46336847	224838	38554	10310	7629	7169	1617	4242
chr6	47462389	47463346	31577	95837	14312	13337	13250	0	25194
chr6	48364356	48365377	773668	327121	182832	295012	51211	22531	45714
chr6	49234491	49235344	172559	1197256	187632	111654	1728	0	560
