Chr	Start	End	DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr1	197824289	197825204	0	915	103.233	0.112822	507.966	0.555154	0	0	103.233	507.966	5.01942	0.0054857	1.87091	0.00204471	344565	51495	45887	46732	46752	174	35418
chr1	197962153	197963372	1	1219	172.986	0.141908	500.263	0.410388	66.9595	0.0549299	172.986	500.263	10.9946	0.00901933	56.3192	0.0462011	218010	70233	63768	7897	7904	3275	77075
chr1	198810721	198811468	1	747	51.6342	0.0691221	144.617	0.193597	88.0218	0.117834	51.6342	144.617	3.34141	0.00447311	11.7052	0.0156696	85404	918801	92185	42249	11057	6010	16117
chr1	199447548	199448268	1	720	20.2446	0.0281175	16.8242	0.023367	115.541	0.160473	20.2446	16.8242	5.46445	0.00758951	0	0	722231	418310	540664	19888	14704	1721	525
chr1	200680306	200681161	0	855	88.4809	0.103486	0	0	110.951	0.129767	88.4809	0	11.4688	0.0134138	26.6245	0.0311397	35104	372548	26284	26655	26975	2355	1251
chr1	201232540	201233412	0	872	197.553	0.226552	1227.96	1.40821	49.1887	0.056409	197.553	1227.96	25.3379	0.0290572	27.2001	0.0311928	111176	4474	91643	92456	8591	4241	20326
chr1	201843835	201845163	1	1328	5353.13	4.03097	719.091	0.541484	300.193	0.226049	5353.13	719.091	27.0523	0.0203707	37.4182	0.0281763	0	11229	12620	19953	6693	147	0
chr1	201870560	201871134	1	574	89.093	0.155214	0	0	0	0	89.093	0	0	0	10.0261	0.0174672	24744	10932	12211	5296	5276	1644	13918
chr1	202141286	202142209	1	923	371.237	0.402207	60.4103	0.06545	95.1748	0.103115	371.237	60.4103	23.9517	0.0259498	7.67552	0.00831584	13832	20016	10756	11389	7222	1085	13197
chr1	202173383	202174629	1	1246	295.128	0.23686	589.34	0.472986	77.7144	0.0623711	295.128	589.34	16.0797	0.012905	42.5032	0.0341117	45929	10770	42853	30980	11159	372	45294
chr1	202351982	202352598	0	616	105.738	0.171652	49.5385	0.0804196	110.951	0.180115	105.738	49.5385	5.5447	0.00900114	18.853	0.0306055	49303	103448	32880	34118	7438	2294	40843
chr1	202479860	202480353	1	493	32.1811	0.0652761	201.137	0.407987	0	0	32.1811	201.137	1.88228	0.00381801	4.22154	0.00856295	71835	133159	160758	22318	10453	9072	1558
chr1	202593586	202594755	1	1169	400.682	0.342756	637.434	0.545282	74.9613	0.0641243	400.682	637.434	193.474	0.165504	118.491	0.101361	103987	18757	180692	58278	0	0	0
chr1	203056298	203057891	0	1593	709.349	0.445291	3980.92	2.49901	346.151	0.217295	709.349	3980.92	26.5927	0.0166935	29.4068	0.01846	62880	0	59824	29179	2394	2371	13104
chr1	203278253	203279582	1	1329	3786.33	2.849	250.979	0.188848	4012.91	3.01949	3786.33	250.979	121.918	0.0917366	216.833	0.163155	343	30966	0	3589	1629	1324	0
chr1	203940999	203941469	0	470	45.2194	0.0962115	184.607	0.392781	7.15728	0.0152283	45.2194	184.607	3.16632	0.00673685	6.04447	0.0128606	93974	101361	100641	110235	51239	5469	35
chr1	204439977	204440385	1	408	472.725	1.15864	96.6547	0.236899	0	0	472.725	96.6547	0.554471	0.001359	0	0	1021	112138	9573	10303	4613	2005	0
chr1	204619751	204620482	0	731	298.79	0.408741	1985.18	2.7157	113.523	0.155298	298.79	1985.18	30.2332	0.0413587	16.0226	0.0219188	76668	1980	62473	40180	26371	9757	19890
chr1	205931889	205932850	0	961	0	0	0	0	0	0	0	0	0	0	0	0	163011	14742	112590	112485	43565	16671	19217
chr1	206154577	206154982	1	405	0	0	0	0	0	0	0	0	0	0	0	0	118168	41847	18033	16313	16293	36715	0
chr1	206321027	206321881	1	854	73.1928	0.0857058	781.911	0.915586	0	0	73.1928	781.911	4.14394	0.00485238	9.40251	0.01101	38870	3222	14514	29003	7115	10373	12450
chr1	206696484	206698169	1	1685	302.503	0.179527	134.755	0.0799731	91.8216	0.0544935	302.503	134.755	13.0446	0.00774163	28.7832	0.017082	21608	378679	14703	15620	6690	347	4127
chr1	206882101	206883261	0	1160	1354.41	1.1676	439.141	0.37857	597.939	0.515464	1354.41	439.141	20.6613	0.0178115	28.7832	0.0248131	10857	275488	21538	7387	7455	521	0
chr1	206990326	206991639	0	1313	727.104	0.553773	319.164	0.24308	764.007	0.581879	727.104	319.164	190.512	0.145097	258.089	0.196565	4645	167110	26173	13442	0	1932	8423
chr1	207058434	207060811	0	2377	674.186	0.283629	2419.44	1.01785	470.126	0.197781	674.186	2419.44	35.6028	0.0149781	35.4993	0.0149345	15117	97938	28755	19890	19910	148	471
chr1	207298449	207299584	0	1135	947.973	0.835219	1283.91	1.13119	133.107	0.117275	947.973	1283.91	17.5607	0.015472	23.0266	0.0202877	75464	13780	71261	27025	27005	7141	0
chr1	207299563	207299898	1	335	33.2268	0.0991844	31.8332	0.0950245	0	0	33.2268	31.8332	2.6848	0.00801433	0	0	76578	14894	72375	28139	28119	6827	0
chr1	207386865	207387502	1	637	105.738	0.165994	237.785	0.373289	110.951	0.174178	105.738	237.785	6.69013	0.0105026	8.63496	0.0135557	113555	102196	95897	107314	3875	4800	1635
chr1	207688251	207688826	1	575	374.097	0.650604	208.524	0.362651	0	0	374.097	208.524	16.6852	0.0290177	9.97818	0.0173534	7260	379455	16460	18315	15167	7053	0
chr1	209420557	209421119	1	562	0	0	0	0	18.6027	0.0331009	0	0	7.07679	0.0125921	21.2036	0.0377289	511276	123340	258009	912	11181	1006	11177
chr1	209942198	209945843	1	3645	6632.84	1.81971	1623.91	0.445518	52380	14.3704	6632.84	1623.91	584.062	0.160236	502.603	0.137888	0	29931	0	12073	0	0	0
chr1	209948774	209950837	1	2063	12100.6	5.86555	595.571	0.288692	558.221	0.270587	12100.6	595.571	98.0391	0.0475226	83.0875	0.0402751	0	36507	4719	7079	5770	1682	328
chr1	210115301	210115950	0	649	0	0	650.815	1.0028	125.124	0.192795	0	650.815	9.11229	0.0140405	21.3475	0.032893	86756	61517	113194	46935	4077	1581	4968
chr1	210140457	210141335	0	878	0	0	364.003	0.414581	133.338	0.151866	0	364.003	5.60307	0.00638162	22.0671	0.0251334	111912	86673	138350	21550	29233	20970	0
chr1	210382261	210382703	0	442	0	0	410.964	0.929782	105.095	0.237772	0	410.964	8.94449	0.0202364	13.4322	0.0303895	353716	44475	41893	119493	41933	12735	5750
chr1	210573489	210574196	0	707	486.337	0.687888	138.752	0.196255	326.183	0.461362	486.337	138.752	161.409	0.228302	108.513	0.153483	544944	135616	55904	0	0	0	4152
chr1	210891429	210892067	1	638	0	0	179.227	0.28092	0	0	0	179.227	4.50872	0.00706696	15.351	0.0240612	548538	32747	373844	231329	12688	3164	1785
chr1	211151703	211152669	0	966	115.604	0.119672	424.959	0.439916	103.16	0.10679	115.604	424.959	12.0233	0.0124464	7.67552	0.00794567	287936	121508	154516	28159	28139	818	790
chr1	211357383	211358706	0	1323	582.978	0.440648	928.836	0.702068	325.889	0.246326	582.978	928.836	23.9225	0.018082	28.7832	0.021756	81899	38786	49974	3610	3610	5625	0
chr1	211480517	211481266	0	749	179.588	0.23977	250.686	0.334695	0	0	179.588	250.686	8.43378	0.0112601	14.9193	0.019919	5493	161920	18274	46193	1873	1066	0
chr1	211608123	211608754	0	631	376.705	0.596996	126.81	0.200966	0	0	376.705	126.81	11.301	0.0179096	13.4322	0.0212871	59169	289526	18463	18256	17381	34732	3291
chr1	212724766	212727327	0	2561	983.231	0.383925	1934.4	0.755328	107.346	0.0419158	983.231	1934.4	44.0585	0.0172036	36.6506	0.0143111	61001	33928	4183	4969	4969	1542	12309
chr1	212734136	212734560	0	424	53.8744	0.127062	115.31	0.271957	0	0	53.8744	115.31	19.8369	0.0467852	23.7941	0.0561182	53768	43298	1309	1692	1692	1158	5076
chr1	212821316	212822419	0	1103	54.763	0.0496491	318.865	0.289089	0	0	54.763	318.865	15.817	0.01434	13.4322	0.0121778	27570	130478	16290	11032	10433	1906	0
chr1	212923931	212924619	0	688	126.679	0.184126	160.564	0.233378	209.092	0.303913	126.679	160.564	29.5183	0.0429045	61.2123	0.0889713	8741	233093	39629	1637	1617	390	4164
chr1	213197997	213198380	1	383	0	0	0	0	120.611	0.314911	0	0	1.8458	0.00481933	11.993	0.0313133	18967	429682	8243	8753	8200	8875	328
chr1	213913809	213914431	1	622	8.58156	0.0137967	0	0	0	0	8.58156	0	0	0	5.56475	0.00894655	596256	87091	246193	164413	59164	7933	712
chr1	214338396	214339043	0	647	184.031	0.284437	665.087	1.02796	85.1285	0.131574	184.031	665.087	7.2227	0.0111634	6.71608	0.0103803	171644	22686	114567	48360	21496	13208	16677
chr1	214606367	214606786	0	419	98.6476	0.235436	199.672	0.476543	56.296	0.134358	98.6476	199.672	8.79128	0.0209816	29.7906	0.0710994	95477	54371	5641	4983	4983	16621	2950
chr1	214742838	214743339	0	501	13.0099	0.0259679	343.218	0.685065	87.5793	0.174809	13.0099	343.218	6.09188	0.0121594	0	0	48505	81511	17276	33057	33057	3060	13242
chr1	215007201	215007828	1	627	0	0	237.795	0.379259	0	0	0	237.795	3.61865	0.00577137	9.9302	0.0158376	167040	228867	228962	167308	68487	10345	35548
chr1	215266382	215267470	1	1088	84.0274	0.0772311	64.1994	0.0590068	71.2339	0.0654724	84.0274	64.1994	4.91728	0.00451956	7.67552	0.00705471	426221	11030	472556	91098	10591	3489	0
chr1	215324372	215325249	0	877	105.738	0.120568	118.892	0.135567	0	0	105.738	118.892	8.69643	0.00991612	7.67552	0.00875202	468530	69020	414777	149088	68581	4439	3872
chr1	215382461	215383795	1	1334	171.241	0.128366	10.8863	0.00816061	238.186	0.17855	171.241	10.8863	10.3452	0.00775505	21.1077	0.0158229	409984	127109	356231	207177	126670	816	5909
chr1	215416639	215417955	0	1316	528.691	0.401741	878.297	0.667399	332.827	0.252908	528.691	878.297	22.3685	0.0169973	6.71608	0.0051034	375824	161287	322071	241355	150034	5263	161
chr1	215835611	215836711	0	1100	372.839	0.338945	916.677	0.833343	309.985	0.281805	372.839	916.677	15.4522	0.0140475	40.4884	0.0368076	41700	580259	93417	1954	47312	1719	42575
chr1	215883282	215883676	0	394	78.3054	0.198745	270.887	0.687531	82.7842	0.210112	78.3054	270.887	3.80833	0.00966581	33.2446	0.0843772	89371	627930	141088	130	347	68	0
chr1	216100152	216102327	0	2175	465.414	0.213983	1259.77	0.579205	90.624	0.0416662	465.414	1259.77	34.793	0.0159968	65.242	0.0299963	306241	786175	292396	35248	35348	0	13666
chr1	216202920	216204243	1	1323	105.738	0.0799228	277.853	0.210017	0	0	105.738	277.853	18.7353	0.0141612	21.9712	0.0166071	409009	684259	190480	138016	23336	3654	10665
chr1	216488089	216489081	0	992	235.03	0.236925	756.939	0.763043	0	0	235.03	756.939	8.05441	0.00811937	33.1966	0.0334643	694178	399421	93102	16851	16698	3666	0
chr1	216952298	216952984	1	686	0	0	183.542	0.267554	0	0	0	183.542	11.6293	0.0169523	6.71608	0.0097902	840330	63656	177729	26209	35979	876	0
chr1	217232155	217232573	1	418	57.2021	0.136847	82.4664	0.197288	0	0	57.2021	82.4664	2.1887	0.00523613	0	0	560741	75195	310328	31211	8543	191	34516
chr1	217249733	217250272	0	539	128.511	0.238425	665.604	1.23489	0	0	128.511	665.604	14.2922	0.0265162	14.3916	0.0267006	543042	57496	292629	48789	8469	3178	16817
chr1	217397379	217398166	1	787	291.825	0.370807	114.001	0.144855	158.889	0.201892	291.825	114.001	7.82825	0.00994695	13.4322	0.0170675	395148	84824	144735	12112	12175	20128	0
chr1	217632736	217633770	0	1034	494.316	0.478062	175.742	0.169964	307.721	0.297603	494.316	175.742	13.3729	0.0129332	40.5364	0.0392034	159544	96803	89568	34433	22066	5528	29755
chr1	218225490	218226916	0	1426	446.738	0.31328	1010.13	0.708363	177.366	0.12438	446.738	1010.13	31.8894	0.0223628	45.0937	0.0316225	269188	112134	110849	77455	0	2151	5657
chr1	218743123	218743857	0	734	318.052	0.433313	608.902	0.829567	0	0	318.052	608.902	8.85694	0.0120667	7.67552	0.0104571	245626	224018	218045	96141	36755	0	0
chr1	219102115	219102854	1	739	113.686	0.153837	262.535	0.355257	24.5217	0.0331823	113.686	262.535	5.5447	0.00750298	14.3916	0.0194744	250550	583010	243896	159522	54022	3859	3959
chr1	219677003	219678165	0	1162	426.524	0.36706	1327.53	1.14245	252.404	0.217215	426.524	1327.53	10.3744	0.00892808	15.351	0.0132109	292297	205443	289580	38167	2732	1526	5885
chr1	219871282	219872222	0	940	411.908	0.4382	1432.66	1.52411	233.886	0.248815	411.908	1432.66	4.89539	0.00520786	14.3916	0.0153102	273666	11386	95523	38678	12174	2331	24086
chr1	219930920	219931633	0	713	352.962	0.495039	959.426	1.34562	95.0972	0.133376	352.962	959.426	16.5612	0.0232274	28.0636	0.0393599	214255	47130	36112	15563	15563	5395	15183
chr1	220126228	220132114	0	5886	1837.98	0.312264	6334.57	1.07621	1369.77	0.232716	1837.98	6334.57	83.0174	0.0141042	115.948	0.019699	13774	23836	24469	29722	6744	19796	11314
chr1	220133426	220134596	1	1170	62.5955	0.0535004	361.504	0.308978	60.3872	0.051613	62.5955	361.504	5.82924	0.00498225	14.8713	0.0127105	11292	31034	26998	27240	13942	20740	18512
chr1	220251521	220252146	1	625	452.375	0.7238	237.785	0.380456	104.064	0.166503	452.375	237.785	4.90269	0.00784431	22.4509	0.0359214	22	149129	7254	7490	7490	6571	32620
chr1	220264432	220266004	0	1572	464.284	0.295346	112.465	0.0715427	518.986	0.330144	464.284	112.465	53.3897	0.0339629	43.4627	0.027648	4481	162040	407	1108	1128	802	18762
chr1	220482037	220482817	0	780	0	0	78.2708	0.100347	0	0	0	78.2708	4.78596	0.00613585	0	0	39378	217734	35561	35420	7926	9388	0
chr1	220844324	220845757	0	1433	422.952	0.295152	1319.2	0.920583	110.951	0.0774257	422.952	1319.2	22.1861	0.0154823	21.3475	0.0148971	83642	143620	17504	15148	15160	1468	0
chr1	221124983	221126265	1	1282	79.993	0.0623971	671.797	0.524023	110.951	0.0865453	79.993	671.797	10.3744	0.00809238	7.67552	0.00598715	166109	43002	71216	93351	8019	5647	622
chr1	221364401	221365686	0	1285	317.214	0.246859	2068.24	1.60952	316.008	0.245921	317.214	2068.24	12.6944	0.00987895	35.4993	0.0276259	405527	180773	143610	11225	8250	3378	1208
chr1	221648058	221648640	1	582	0	0	0	0	0	0	0	0	1.07976	0.00185526	6.42825	0.0110451	222887	101481	250855	168292	2896	2818	3818
chr1	222311108	222312765	1	1657	87.0344	0.0525253	0	0	88.3655	0.0533286	87.0344	0	7.29567	0.00440294	87.3091	0.052691	398204	76293	265508	41353	27771	3661	4492
chr1	223109682	223110804	1	1122	157.228	0.140132	155.055	0.138195	0	0	157.228	155.055	8.70373	0.00775733	20.1003	0.0179147	210446	150610	120340	121198	41778	4610	29375
chr1	223551575	223552276	1	701	234.026	0.333846	186.507	0.266058	143.959	0.205362	234.026	186.507	4.53061	0.00646306	22.5469	0.0321638	352748	14848	14050	13751	13151	5116	36281
chr1	224124555	224125893	1	1338	0	0	0	0	0	0	0	0	2.1887	0.0016358	15.351	0.0114731	160123	107583	54242	54423	54423	48278	2842
chr1	224199417	224204305	1	4888	2141.08	0.438028	1724.33	0.352769	1228.51	0.251331	2141.08	1724.33	110.281	0.0225616	191.696	0.0392177	115765	29171	18441	6877	6853	0	0
chr1	224246424	224246978	0	554	105.786	0.19095	625.926	1.12983	28.7165	0.0518349	105.786	625.926	8.7548	0.0158029	14.3916	0.0259776	73092	12830	54242	7700	7720	5803	198
chr1	224932543	224933843	0	1300	510.402	0.392617	690.715	0.531319	497.542	0.382725	510.402	690.715	131.585	0.101219	170.684	0.131296	320858	60955	183316	0	0	0	0
chr1	225522750	225524148	1	1398	232.846	0.166557	470.541	0.336582	256.694	0.183615	232.846	470.541	33.9978	0.0243189	65.0021	0.0464965	59937	235263	88976	84366	10701	571	21530
chr1	226151894	226152605	1	711	0	0	32.5748	0.0458155	101.298	0.142472	0	32.5748	18.137	0.0255092	28.7832	0.0404827	12708	310287	31567	1550	1550	1511	0
chr1	227614502	227615233	1	731	89.8161	0.122868	380.738	0.520845	0	0	89.8161	380.738	4.31173	0.00589841	28.0157	0.0383251	144945	108937	108312	115163	4343	4778	12881
chr1	228152808	228153507	1	699	0	0	52.5108	0.0751228	0	0	0	52.5108	1.90417	0.00272413	3.69384	0.00528447	118079	16029	16606	72009	10964	3276	328
chr1	228742938	228783048	1	40110	600.07	0.0149606	1831.56	0.0456633	14570.8	0.363271	600.07	1831.56	1142.28	0.0284787	945.816	0.0235806	56911	1098	0	0	0	0	0
chr1	229190436	229192505	0	2069	552.051	0.26682	1626.91	0.786328	278.936	0.134817	552.051	1626.91	32.67	0.0157902	31.6615	0.0153028	243230	5881	213981	19072	19032	677	4257
chr1	230174089	230174483	1	394	55.4051	0.140622	302.129	0.766826	0	0	55.4051	302.129	5.0486	0.0128137	7.67552	0.019481	50718	4035	27627	28213	28273	9209	27639
chr1	230292370	230293963	0	1593	1724.99	1.08286	350.007	0.219715	465.232	0.292048	1724.99	350.007	30.7877	0.0193269	28.0636	0.0176168	19258	98562	6206	6166	6306	6278	14728
chr1	230346678	230349149	0	2471	2934.47	1.18756	1022.77	0.413907	10194.2	4.12554	2934.47	1022.77	510.58	0.206629	462.258	0.187073	5097	80148	0	0	0	1647	2866
chr1	230410695	230411908	1	1213	1398.76	1.15314	107.126	0.088315	98.2534	0.0810004	1398.76	107.126	13.424	0.0110668	22.0671	0.0181922	85	17389	56399	61991	4250	4244	8596
chr1	230451463	230452130	1	667	175.616	0.263292	387.181	0.580481	0	0	175.616	387.181	19.2824	0.0289092	23.1225	0.0346664	35027	21957	16177	102759	45018	326	20148
chr1	230683232	230683993	0	761	153.71	0.201984	1289.4	1.69435	148.583	0.195247	153.71	1289.4	5.31124	0.00697929	22.0671	0.0289975	113125	15471	93674	88628	6207	9681	2239
chr1	230743609	230745955	0	2346	228.807	0.0975309	1312.93	0.559648	354.737	0.151209	228.807	1312.93	45.452	0.0193742	67.1608	0.0286278	51163	44005	31712	32141	32141	15262	1769
chr1	231187738	231188588	1	850	0	0	142.52	0.16767	0	0	0	142.52	3.5238	0.00414565	12.8085	0.0150689	50497	12657	11816	72974	10724	1028	2522
chr1	231257439	231258127	1	688	0	0	116.843	0.16983	92.3342	0.134207	0	116.843	4.713	0.00685029	7.67552	0.0111563	102095	13661	40074	89129	29555	2669	0
chr1	231721373	231723410	0	2037	1658.29	0.814086	1340.6	0.658126	266.474	0.130817	1658.29	1340.6	30.277	0.0148635	54.928	0.0269651	20905	258052	16027	56929	15951	1141	17597
chr1	232398008	232398795	1	787	29.1568	0.037048	448.416	0.569779	141.142	0.179342	29.1568	448.416	9.02474	0.0114673	7.67552	0.00975288	693259	15709	366311	367101	9068	3936	6403
chr1	232422624	232423133	1	509	168.943	0.331912	304.684	0.598594	90.5481	0.177894	168.943	304.684	1.76555	0.00346867	0	0	668921	7809	341973	342763	14545	3503	0
chr1	232503551	232504776	1	1225	214.706	0.17527	419.925	0.342796	0	0	214.706	419.925	6.82874	0.00557448	6.71608	0.00548251	587278	33295	260330	261120	17306	534	17573
chr1	232540388	232541311	0	923	144.929	0.157019	1068.78	1.15794	222.715	0.241295	144.929	1068.78	28.5771	0.0309611	18.805	0.0203738	550743	70132	223795	224585	18158	4249	9135
chr1	232973484	232974484	0	1000	458.285	0.458285	1018.98	1.01898	82.4808	0.0824808	458.285	1018.98	5.95326	0.00595326	14.3916	0.0143916	117570	56355	30896	32240	3016	12376	0
chr1	233092630	233093309	0	679	957.479	1.41013	97.3742	0.143408	59.7774	0.0880374	957.479	97.3742	2.94015	0.00433012	8.77888	0.0129291	327	175501	4791	6286	3666	3681	0
chr1	233534221	233535128	0	907	208.403	0.229772	1015.26	1.11936	76.083	0.0838843	208.403	1015.26	10.0753	0.0111084	6.71608	0.00740472	108595	79279	69420	22570	3337	3205	0
chr1	233643141	233644111	0	970	727.591	0.750094	526.47	0.542752	124.324	0.128169	727.591	526.47	34.2605	0.0353201	22.0671	0.0227496	217515	188199	91236	41825	2017	603	3550
chr1	233729992	233730782	1	790	0.85038	0.00107643	118.892	0.150497	109.789	0.138974	0.85038	118.892	10.9946	0.0139172	33.2446	0.0420818	304366	275050	4565	3919	2654	6864	4597
chr1	233845124	233845709	1	585	117.928	0.201587	172.461	0.294806	73.7504	0.126069	117.928	172.461	9.20713	0.0157387	30.7501	0.0525642	419498	297328	92984	13360	11364	15954	10435
chr1	233852857	233853827	0	970	567.2	0.584742	575.242	0.593033	190.842	0.196744	567.2	575.242	12.9717	0.0133729	14.3916	0.0148367	427231	289210	100717	21093	3246	7836	17950
chr1	233972004	233972762	1	758	317.214	0.418488	0	0	0	0	317.214	0	12.7382	0.0168051	7.67552	0.010126	538654	170275	219864	44920	7514	12236	39644
chr1	234204374	234205251	1	877	0	0	196.827	0.224432	58.4211	0.0666147	0	196.827	8.59429	0.00979965	7.67552	0.00875202	306165	18242	144458	2546	2530	332	0
chr1	234243651	234244811	1	1160	268.998	0.231895	763.943	0.658572	11.083	0.00955428	268.998	763.943	7.52912	0.00649062	21.1077	0.0181963	266605	19909	104898	41823	5632	0	1642
chr1	234698516	234699775	0	1259	238.581	0.1895	1125.55	0.894002	496.212	0.394132	238.581	1125.55	30.671	0.0243614	27.8238	0.0220999	41178	17488	35145	6338	6361	2260	18824
chr1	235131101	235132223	1	1122	184.173	0.164147	308.9	0.275311	64.9567	0.0578936	184.173	308.9	17.8306	0.0158918	35.5952	0.0317248	139287	216432	14553	14217	6564	805	0
chr1	235152021	235152778	0	757	83.6743	0.110534	0	0	131.148	0.173247	83.6743	0	75.5174	0.0997588	182.534	0.241127	118732	237352	35473	357	0	3311	11905
chr1	235631588	235633058	0	1470	1003.79	0.682851	197.118	0.134094	55.5547	0.0377923	1003.79	197.118	31.955	0.0217381	55.6475	0.0378555	5637	164244	32853	23118	23118	7775	41027
chr1	235702323	235705274	1	2951	280.638	0.0950991	2902.62	0.983605	424.084	0.143708	280.638	2902.62	44.5692	0.0151031	178.456	0.060473	44312	92028	33092	34279	21859	4900	480
chr1	235722222	235722792	0	570	79.4119	0.139319	501.006	0.878958	62.7537	0.110094	79.4119	501.006	9.28739	0.0162937	3.50196	0.00614378	64211	74510	52991	54178	29364	1076	9128
chr1	236003286	236003976	0	690	434.313	0.62944	510.326	0.739603	309.77	0.448942	434.313	510.326	5.39879	0.00782433	7.67552	0.0111239	34605	188807	1886	26280	1600	298	20142
chr1	236189745	236190156	0	411	569.514	1.38568	58.7172	0.142864	18.6525	0.0453833	569.514	58.7172	15.0437	0.0366026	2.97427	0.00723666	3074	113849	27115	26781	26801	21884	0
chr1	236201804	236202781	1	977	304.671	0.311843	312.334	0.319686	14.2538	0.0145893	304.671	312.334	8.34624	0.00854272	0	0	2909	101224	24113	38840	18915	13154	0
chr1	236203442	236204018	0	576	716.508	1.24394	196.73	0.341546	91.509	0.15887	716.508	196.73	25.6297	0.044496	6.86	0.0119097	1672	99987	22876	40478	17678	11917	0
chr1	236303513	236305475	0	1962	1299.14	0.662152	6311.45	3.21684	18999.3	9.68366	1299.14	6311.45	524.836	0.2675	358.927	0.182939	4237	0	0	14581	0	0	149
chr1	236876975	236878296	1	1321	22.9865	0.0174008	74.3121	0.0562544	0	0	22.9865	74.3121	0	0	0	0	90256	56116	26875	27311	14355	6302	22225
chr1	237343697	237344231	1	534	105.738	0.198011	205.438	0.384715	6.46464	0.0121061	105.738	205.438	7.29566	0.0136623	14.1038	0.0264116	278360	125290	382942	46692	24743	8034	3187
chr1	237437028	237437603	1	575	0	0	0	0	0	0	0	0	6.63176	0.0115335	14.3916	0.0250289	371691	218621	476273	45957	25364	30814	6795
chr1	237860377	237860966	1	589	0	0	267.079	0.453446	38.8315	0.0659278	0	267.079	8.20032	0.0139224	0	0	795040	641970	364841	134573	102230	10188	11321
chr1	238366610	238368180	0	1570	477.399	0.304076	733.111	0.466949	283.761	0.18074	477.399	733.111	20.3184	0.0129417	22.0671	0.0140555	1301273	1148203	140388	259566	15446	148	0
chr1	238387555	238387961	0	406	37.0739	0.0913151	237.165	0.584151	0	0	37.0739	237.165	6.34723	0.0156336	7.67552	0.0189052	1322218	1169148	161333	280511	17035	6927	0
chr1	238481649	238484541	0	2892	1276.45	0.441374	991.664	0.342899	326.674	0.112958	1276.45	991.664	38.3168	0.0132492	49.8909	0.0172513	1416312	1263242	255427	374605	63148	3238	17693
chr1	238548880	238549741	1	861	246.559	0.286363	68.3265	0.0793571	0	0	246.559	68.3265	10.6881	0.0124136	6.71608	0.00780033	1483543	1330473	322658	441836	1043	9742	17664
chr1	238556663	238557330	0	667	463.672	0.69516	209.516	0.314117	101.769	0.152577	463.672	209.516	7.7334	0.0115943	2.3986	0.0035961	1491326	1338256	330441	449619	8826	9091	10075
chr1	238580474	238581056	0	582	270.551	0.464865	0	0	12.9301	0.0222167	270.551	0	5.85112	0.0100535	0	0	1515137	1362067	354252	473430	32637	1915	8270
chr1	238659146	238660024	1	878	105.738	0.12043	0	0	0	0	105.738	0	4.93187	0.00561716	2.83035	0.00322363	1593809	1440739	432924	552102	33612	4777	0
chr1	238742311	238742971	1	660	0	0	11.8759	0.0179938	0	0	0	11.8759	2.87449	0.00435529	0	0	1676974	1523904	516089	483120	10124	7685	17098
chr1	238790554	238791179	1	625	282.029	0.451246	0	0	34.3608	0.0549774	282.029	0	6.51503	0.010424	0	0	1725217	1572147	564332	434912	58367	25925	233
chr1	238804560	238805660	1	1100	295.942	0.269038	1.48449	0.00134954	0	0	295.942	1.48449	6.82145	0.00620132	16.0706	0.0146097	1739223	1586153	578338	420431	67071	11444	0
chr1	239831372	239832510	0	1138	315.143	0.276927	328.789	0.288918	408.731	0.359166	315.143	328.789	15.9264	0.0139951	44.1343	0.0387823	1824827	1687222	942490	605133	103765	169	12672
chr1	239851313	239852487	1	1174	422.952	0.360266	0	0	0	0	422.952	0	10.6079	0.00903568	28.7832	0.0245172	1804850	1667245	922513	625074	83788	976	947
chr1	239895477	239896241	1	764	105.738	0.1384	0	0	0	0	105.738	0	1.5175	0.00198626	0	0	1761096	1623491	878759	669238	40034	1158	14810
chr1	240264314	240265144	0	830	84.1667	0.101406	750.007	0.903623	341.251	0.411145	84.1667	750.007	11.9576	0.0144067	21.9712	0.0264713	1392193	1254588	509856	630665	87632	19613	27208
chr1	242117584	242118316	0	732	0	0	195.015	0.266414	61.482	0.0839918	0	195.015	10.513	0.0143621	13.4801	0.0184155	74980	568067	43545	34100	34120	12254	599
chr1	242177715	242178463	0	748	115.728	0.154716	538.118	0.719409	55.645	0.0743917	115.728	538.118	14.0077	0.0187268	12.9524	0.0173161	135111	507920	15683	15811	2613	217	4230
chr1	242367589	242368272	0	683	229.631	0.336209	996.474	1.45897	249.383	0.365129	229.631	996.474	15.5908	0.022827	10.8896	0.0159438	324985	318111	20635	20795	20764	1066	0
chr1	242556287	242558601	1	2314	0	0	0	0	0	0	0	0	12.6361	0.00546071	6.71608	0.00290237	513683	127782	59324	61864	74476	1074	0
chr1	242858102	242858982	1	880	214.487	0.243735	352.73	0.400829	0	0	214.487	352.73	10.2942	0.0116979	0	0	577790	170735	239965	93196	5264	1279	0
chr1	242956714	242957789	1	1075	0	0	327.952	0.305071	0	0	0	327.952	13.7742	0.0128132	43.5586	0.0405196	478983	269347	306615	4388	3695	0	9704
