"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
"1166" "1" "700" "19.4668" "0.0278096" "270.402" "0.386289" "0" "0" "157.2" "0.224571" "14.5913" "0.0208448" "7.67552" "0.010965" "6125" "12898" "24150" "24150" "62140" "41328" "33420"
"1167" "1" "511" "0" "0" "0" "0" "0" "0" "0" "0" "7.60209" "0.0148769" "8.97076" "0.0175553" "1332" "1197" "208283" "25669" "205407" "113828" "310238"
"1168" "1" "783" "184.475" "0.2356" "118.892" "0.151842" "0" "0" "361.5" "0.461686" "19.9172" "0.025437" "14.3916" "0.0183801" "22150" "19406" "254890" "12309" "136335" "183334" "379744"
"1169" "1" "362" "0" "0" "59.4462" "0.164216" "50.5019" "0.139508" "0" "0" "3.04959" "0.00842427" "13.0484" "0.0360453" "10690" "11333" "13835" "8201" "348842" "669060" "667321"
"1170" "1" "749" "223.429" "0.298303" "0" "0" "0" "0" "147.8" "0.19733" "10.3307" "0.0137926" "30.5102" "0.0407346" "0" "881" "945" "11319" "474973" "795191" "540658"
"1171" "1" "423" "148.953" "0.352135" "160.515" "0.379469" "158.373" "0.374405" "160.5" "0.379433" "4.52331" "0.0106934" "12.6166" "0.0298266" "9526" "42868" "25676" "7519" "333991" "48648" "399761"
"1172" "1" "649" "0" "0" "0" "0" "0" "0" "0" "0" "6.77038" "0.010432" "0" "0" "0" "700" "704" "698" "562641" "102485" "596215"
"1173" "1" "949" "78.4144" "0.0826284" "0" "0" "0" "0" "49.3" "0.0519494" "8.18573" "0.00862564" "21.1077" "0.022242" "0" "1376" "40274" "10185" "236544" "120503" "242087"
"1174" "1" "865" "136.088" "0.157328" "0" "0" "0" "0" "125.6" "0.176653" "1.88958" "0.00218448" "20.484" "0.023681" "0" "287" "21325" "21315" "189521" "7904" "211730"
"1175" "1" "1317" "38.6173" "0.0293222" "110.966" "0.0842568" "110.951" "0.0842453" "214.5" "0.16287" "9.37493" "0.0071184" "0" "0" "6069" "9832" "31804" "44819" "44385" "13008" "66594"
"1176" "1" "759" "167.925" "0.221245" "226.47" "0.298379" "0" "0" "1643.7" "2.16561" "13.0519" "0.0171962" "27.6319" "0.0364056" "0" "503" "71477" "578" "235697" "477045" "118062"
"1177" "1" "575" "6.1614" "0.0107155" "52.1591" "0.0907114" "0" "0" "0" "0" "12.0378" "0.0209354" "5.27692" "0.00917725" "1390740" "3849" "3909" "3898" "11257" "63392" "0"
"1178" "1" "461" "18.3892" "0.0398898" "4.95385" "0.0107459" "0" "0" "18.5" "0.0401302" "4.28985" "0.00930552" "36.4587" "0.0790862" "1588420" "85821" "76698" "76698" "100512" "261072" "182748"
"1179" "1" "647" "0.58676" "0.000906893" "199.657" "0.308589" "88.2816" "0.136448" "36.1" "0.055796" "8.67454" "0.0134073" "8.53902" "0.0131979" "1590225" "87626" "78503" "78503" "102317" "262877" "184553"
"1180" "1" "710" "119.472" "0.16827" "104.604" "0.147329" "0" "0" "629.2" "0.886197" "3.21009" "0.00452125" "0" "0" "1590845" "88246" "79123" "79123" "102937" "263497" "185173"
"1181" "1" "1326" "951.644" "0.717681" "594.498" "0.448339" "110.951" "0.0836735" "557.1" "0.420136" "13.6137" "0.0102668" "19.3327" "0.0145797" "1592567" "89968" "80845" "80845" "104659" "265219" "186895"
"1182" "1" "355" "127.681" "0.359664" "388.03" "1.09304" "52.5058" "0.147904" "742.8" "2.09239" "2022.45" "5.69705" "311.435" "0.877281" "42202" "3876" "5326" "5366" "81395" "8391" "97495"
"1183" "1" "1089" "186.011" "0.170809" "0" "0" "0" "0" "1551.4" "1.42461" "14.0296" "0.012883" "39.2411" "0.0360341" "0" "3892" "21192" "993" "42030" "332485" "33404"
"1184" "1" "1865" "512.345" "0.274716" "105.502" "0.0565693" "78.466" "0.0420729" "453.6" "0.328696" "17.7795" "0.00953326" "29.7427" "0.0159478" "0" "4563" "18660" "16640" "18195" "72288" "324826"
"1185" "1" "427" "0" "0" "76.2893" "0.178663" "0" "0" "139.8" "0.3274" "4.39928" "0.0103028" "0" "0" "21205" "8143" "172119" "386" "171543" "263627" "291033"
"1186" "1" "1070" "0" "0" "62.3984" "0.0583162" "0" "0" "0" "0" "8.2441" "0.00770477" "20.3401" "0.0190095" "15877" "1023" "6132" "1517" "6311" "95798" "63463"
"1187" "1" "753" "0" "0" "87.6482" "0.116399" "0" "0" "43" "0.0571049" "6.66094" "0.00884587" "13.0964" "0.0173922" "16799" "0" "7054" "126" "7233" "94407" "64385"
"1188" "1" "291" "20.2438" "0.0695662" "48.7976" "0.167689" "0" "0" "0" "0" "0.503401" "0.0017299" "8.0593" "0.0276952" "0" "20458" "31814" "17508" "30942" "358101" "29878"
"1189" "1" "739" "20.6847" "0.0279901" "314.544" "0.425635" "110.951" "0.150137" "86" "0.13961" "2.08656" "0.00282349" "10.8896" "0.0147356" "0" "1707" "7890" "7930" "36060" "248315" "0"
"1190" "1" "890" "105.738" "0.118807" "488.303" "0.548655" "0" "0" "364.4" "0.409438" "5.46445" "0.00613983" "0" "0" "14438" "29155" "29545" "20566" "302412" "39926" "445018"
"1191" "1" "560" "26.6643" "0.0476149" "470.014" "0.839311" "37.4938" "0.0669532" "163.4" "0.291786" "5.48634" "0.00979703" "0" "0" "13923" "0" "18325" "18325" "17104" "149848" "0"
"1192" "1" "532" "0" "0" "113.179" "0.212743" "0" "0" "0" "0" "3.29764" "0.00619857" "15.351" "0.0288553" "0" "245" "17347" "7078" "15060" "118865" "68"
"1193" "1" "686" "23.906" "0.0348483" "0" "0" "0" "0" "20.3" "0.0464531" "5.17263" "0.00754027" "11.6572" "0.016993" "1715" "3075" "418852" "19590" "417895" "732992" "399437"
"1194" "1" "580" "0" "0" "169.848" "0.292841" "0" "0" "202.3" "0.348793" "3.04959" "0.00525791" "3.74182" "0.00645141" "0" "14077" "298799" "53429" "297842" "853122" "279384"
"1195" "1" "704" "317.215" "0.450589" "130.782" "0.185769" "71.7576" "0.101928" "238" "0.338068" "4.97564" "0.00706768" "13.4322" "0.0190798" "3620" "324" "285046" "55832" "284089" "867047" "265631"
"1196" "1" "459" "317.214" "0.691098" "200.136" "0.436025" "110.951" "0.241724" "315.1" "0.686492" "7.41239" "0.016149" "2.01482" "0.00438959" "13413" "2506" "163226" "5286" "239805" "402038" "118845"
"1197" "1" "1060" "16.5503" "0.0156135" "166.449" "0.157028" "172.147" "0.162403" "354.2" "0.334151" "19.0417" "0.0179639" "16.7902" "0.0158398" "15148" "2188" "90149" "16421" "59235" "60231" "191845"
"1198" "1" "533" "1865.66" "3.5003" "55.4207" "0.103979" "0" "0" "617" "1.1576" "29.6131" "0.0555593" "22.6428" "0.0424818" "0" "5705" "124925" "42637" "352644" "584024" "317635"
"1199" "1" "2065" "375.974" "0.18207" "701.453" "0.339687" "0" "0" "484.1" "0.234431" "42.3878" "0.0205268" "40.5363" "0.0196302" "373" "17404" "329998" "30348" "403898" "407509" "498075"
"1200" "1" "889" "104.879" "0.117974" "347.016" "0.390345" "106.971" "0.120327" "0" "0" "3.21009" "0.0036109" "0" "0" "0" "7257" "7325" "4941" "98637" "134609" "189425"
"1201" "1" "939" "2234.53" "2.37969" "230.352" "0.245317" "0" "0" "69.3" "0.0738019" "16.8968" "0.0179944" "37.3702" "0.0397979" "1911" "1244" "44913" "2674" "60750" "96722" "151538"
"1202" "1" "537" "534.195" "0.994777" "118.892" "0.221401" "0" "0" "117" "0.217877" "15.4376" "0.0287479" "57.5664" "0.1072" "29715" "1462" "49050" "30762" "83974" "87191" "91566"
"1203" "1" "988" "102.434" "0.103679" "109.975" "0.111311" "7.4063" "0.00749625" "331.2" "0.335223" "6.52961" "0.00660892" "25.665" "0.0259767" "28301" "79389" "79200" "26892" "79474" "133552" "315454"
"1204" "1" "914" "289.52" "0.316762" "390.312" "0.427037" "0" "0" "224.1" "0.245186" "6.93088" "0.00758302" "13.4322" "0.014696" "0" "37951" "217535" "110874" "217809" "271887" "453789"
"1205" "1" "432" "284.596" "0.658787" "183.004" "0.423621" "0" "0" "0" "0" "0.53988" "0.00124972" "10.266" "0.0237639" "3130" "34512" "221225" "114564" "221499" "275577" "457479"
"1206" "1" "592" "0" "0" "136.932" "0.231304" "0" "0" "139.5" "0.235642" "4.5525" "0.00769003" "8.68293" "0.0146671" "0" "8544" "182795" "158594" "265529" "319607" "501509"
"1207" "1" "415" "0" "0" "75.6445" "0.182276" "0" "0" "0" "0" "2.73587" "0.00659246" "0" "0" "0" "11461" "6195" "10498" "340912" "841531" "352146"
"1208" "1" "544" "19.3088" "0.035494" "89.1726" "0.16392" "0" "0" "708" "1.30147" "1.40077" "0.00257494" "7.67552" "0.0141094" "0" "12063" "6797" "9906" "340320" "840939" "351554"
"1209" "1" "578" "454.41" "0.786177" "0" "0" "0" "0" "0" "0" "8.28788" "0.0143389" "1.63105" "0.00282188" "0" "13501" "8235" "8131" "338545" "839164" "349779"
"1210" "1" "639" "198.227" "0.310214" "71.2017" "0.111427" "109.69" "0.171659" "7.9" "0.0123631" "10.7684" "0.016852" "13.4322" "0.0210206" "0" "15136" "9870" "6385" "336799" "837418" "348033"
"1211" "1" "507" "71.6443" "0.14131" "12.1231" "0.0239114" "26.4261" "0.0521225" "275.3" "0.542998" "1.94794" "0.0038421" "14.9673" "0.0295212" "0" "18088" "12822" "3811" "334225" "834844" "345459"
"1212" "1" "961" "127.321" "0.132488" "0" "0" "29.0897" "0.0302702" "148.5" "0.154527" "15.4449" "0.0160717" "11.7052" "0.0121802" "5904" "23770" "21963" "4657" "324876" "825495" "336110"
"1213" "1" "743" "2023.68" "2.72366" "80.7535" "0.108686" "158.598" "0.213456" "270" "0.363392" "11.4615" "0.015426" "9.16265" "0.012332" "187" "17726" "21429" "10090" "318832" "819451" "330066"
"1214" "1" "918" "121.789" "0.132668" "267.203" "0.291071" "13.0864" "0.0142553" "427.3" "0.465468" "13.5553" "0.0147662" "2.49454" "0.00271737" "12691" "16078" "70068" "13406" "182319" "682938" "193553"
"1215" "1" "631" "315.488" "0.499981" "186.728" "0.295924" "0" "0" "523.1" "0.829002" "5.231" "0.00829001" "6.71608" "0.0106436" "26262" "5127" "3374" "3374" "14972" "210033" "63321"
"1216" "1" "508" "105.349" "0.20738" "89.2573" "0.175703" "0" "0" "105.6" "0.207874" "4.30444" "0.00847332" "6.71608" "0.0132206" "18277" "3311" "4086" "4126" "68250" "283258" "145010"
"1217" "1" "573" "356.751" "0.622602" "0" "0" "107.614" "0.187808" "87.8" "0.153229" "5.30395" "0.00925645" "15.1112" "0.0263721" "6981" "2673" "6926" "4537" "286120" "812" "1242737"
"1218" "1" "1147" "0" "0" "140.689" "0.122659" "0" "0" "214.2" "0.186748" "17.5023" "0.0152592" "30.7021" "0.0267673" "1062" "2651" "9964" "9964" "9672" "12904" "50815"
"1219" "1" "512" "0" "0" "118.892" "0.232212" "34.9353" "0.0682331" "255.1" "0.498242" "1.59775" "0.0031206" "0" "0" "0" "94128" "89169" "46614" "115647" "244312" "277559"
"1220" "1" "1066" "105.738" "0.0991913" "0" "0" "73.4573" "0.0689093" "0" "0" "5.62495" "0.00527669" "14.6315" "0.0137256" "8756" "5518" "103698" "63353" "103431" "188177" "166923"
"1221" "1" "934" "137.605" "0.147329" "0" "0" "0" "0" "180.6" "0.193362" "6.5661" "0.00703008" "27.9197" "0.0298926" "15673" "64135" "32123" "2381" "31856" "195654" "95348"
"1222" "1" "445" "0" "0" "0" "0" "0" "0" "0" "0" "1.39347" "0.0031314" "14.0558" "0.0315861" "4899" "5924" "27040" "27040" "27107" "31812" "12706"
"1223" "1" "1157" "590.956" "0.510766" "85.6644" "0.0740401" "288.395" "0.249261" "44.6" "0.038548" "13.7085" "0.0118484" "1.67902" "0.00145118" "0" "10378" "134335" "1057" "230713" "114788" "411415"
"1224" "1" "605" "0" "0" "57.4647" "0.0949829" "0" "0" "251.5" "0.415702" "12.2567" "0.020259" "15.351" "0.0253736" "0" "0" "13874" "251" "0" "242493" "0"
"1225" "1" "811" "212.396" "0.261894" "118.892" "0.1466" "0" "0" "828.5" "1.02158" "5.69062" "0.00701679" "44.2782" "0.054597" "10879" "5759" "9079" "7859" "7965" "2653" "119226"
"1226" "1" "589" "18.4842" "0.0313823" "200.574" "0.340533" "0" "0" "0" "0" "11.0602" "0.018778" "9.06671" "0.0153934" "7395" "0" "0" "0" "26416" "163498" "7147"
"1227" "1" "441" "87.1135" "0.197536" "0" "0" "15.8319" "0.0359" "23.9" "0.171942" "0.138618" "0.000314326" "1.87091" "0.00424242" "0" "1658" "6033" "6013" "5679" "28311" "730"
"1228" "1" "588" "246.993" "0.420057" "353.313" "0.600872" "194.022" "0.32997" "128.9" "0.219218" "7.09139" "0.0120602" "27.44" "0.0466667" "4519" "1129" "13978" "12478" "10815" "131435" "0"
"1229" "1" "695" "317.214" "0.456423" "0" "0" "94.568" "0.136069" "239.7" "0.349417" "4.94647" "0.00711722" "7.57958" "0.0109059" "15606" "5249" "8065" "8065" "7297" "31314" "155928"
"1230" "1" "519" "186.789" "0.359901" "380.166" "0.732497" "0" "0" "146.2" "0.281696" "11.2353" "0.021648" "49.2672" "0.0949273" "0" "9298" "12743" "3027" "11711" "7451" "16956"
"1231" "1" "602" "117.484" "0.195157" "74.6527" "0.124008" "90.6545" "0.150589" "69.4" "0.115282" "5.8949" "0.00979218" "8.49104" "0.0141047" "15057" "758" "831085" "100659" "886388" "519405" "966275"
"1232" "1" "685" "286.346" "0.418024" "73.9379" "0.107939" "78.0091" "0.113882" "200.3" "0.292409" "20.1798" "0.0294596" "21.1077" "0.0308141" "10963" "7911" "1661144" "161384" "1716447" "1349464" "1796334"
"1233" "1" "935" "133.626" "0.142915" "296.156" "0.316745" "73.4142" "0.0785178" "198.2" "0.211979" "21.4857" "0.0229794" "53.7286" "0.0574638" "22121" "409" "1328921" "791" "1395784" "1714478" "1451512"
"1234" "1" "447" "211.476" "0.4731" "118.892" "0.265979" "0" "0" "412.2" "0.922148" "5.00482" "0.0111965" "13.4322" "0.0300496" "0" "44" "346793" "56707" "413656" "732350" "469384"
"1235" "1" "625" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "32044" "6148" "12267" "12287" "63191" "281619" "89339"
"1236" "1" "411" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1899" "2849" "248941" "19753" "248053" "8577" "223668"
"1237" "1" "786" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12933" "1618" "15019" "2160" "13599" "334034" "14642"
"1238" "1" "648" "65.2734" "0.100731" "35.2531" "0.054403" "0" "0" "301.8" "0.639407" "12.1546" "0.0187571" "0" "0" "4357" "147" "4304" "2156" "3234" "99710" "31536"
"1239" "1" "970" "89.8857" "0.0926657" "42.4529" "0.0437659" "2794.1" "2.88052" "640.4" "0.921439" "27.4098" "0.0282575" "39.5289" "0.0407515" "45411" "36712" "50396" "50416" "156065" "477336" "158909"
"1240" "1" "828" "77.4557" "0.0935455" "287.763" "0.347539" "85.7697" "0.103587" "69" "0.0833333" "5.48634" "0.00662601" "2.49454" "0.00301273" "32935" "1297" "1708" "0" "188" "119334" "5879"
"1241" "1" "793" "872.571" "1.10034" "471.877" "0.595053" "35.9635" "0.0453511" "461.9" "0.582472" "9.53544" "0.0120245" "27.8238" "0.0350867" "4429" "684" "880" "880" "0" "30205" "47"
"1242" "1" "577" "161.421" "0.279759" "91.6332" "0.15881" "0" "0" "0" "0" "5.07049" "0.00878768" "8.49104" "0.0147158" "18670" "4205" "7255" "5247" "6113" "252856" "99976"
"1243" "1" "428" "131.962" "0.308323" "63.3314" "0.147971" "116.092" "0.271242" "315.6" "0.737383" "9.7616" "0.0228075" "2.44657" "0.00571629" "13850" "2154" "22761" "6550" "66262" "26913" "2396"
"1244" "1" "693" "47.8119" "0.0689927" "356.705" "0.514726" "0" "0" "200.3" "0.289033" "8.46297" "0.0122121" "7.67552" "0.0110758" "13083" "5264" "6054" "5374" "4398" "11830" "42031"
"1245" "1" "641" "0" "0" "170.412" "0.265853" "49.8195" "0.0777216" "228.8" "0.356942" "10.3453" "0.0161392" "16.4544" "0.0256699" "20733" "7434" "8075" "674" "21606" "106664" "27719"
"1246" "1" "676" "77.2053" "0.114209" "0" "0" "190.321" "0.281541" "70" "0.10355" "2.04278" "0.00302187" "8.25119" "0.0122059" "11646" "1292" "62759" "24412" "60226" "20401" "34789"
"1247" "1" "708" "105.738" "0.149347" "237.803" "0.335879" "110.951" "0.156711" "69" "0.0974576" "10.3015" "0.0145501" "30.5102" "0.0430935" "5747" "3320" "40114" "32415" "11168" "863007" "59892"
"1248" "1" "361" "94.6769" "0.262263" "0" "0" "0" "0" "0" "0" "4.55249" "0.0126108" "0" "0" "0" "2486" "22458" "21882" "106170" "1675828" "738385"
"1249" "1" "876" "332.504" "0.379571" "0" "0" "0" "0" "127.6" "0.145662" "16.211" "0.0185057" "34.4439" "0.0393195" "0" "6478" "83121" "58291" "441098" "1505675" "1073313"
"1250" "1" "1006" "0" "0" "540.16" "0.536939" "0" "0" "620" "0.616302" "4.3774" "0.00435129" "14.3916" "0.0143058" "4173" "3992" "198710" "79091" "319635" "431848" "438897"
"1251" "1" "600" "0" "0" "118.892" "0.198154" "0" "0" "98.5" "0.164167" "11.1186" "0.018531" "16.9821" "0.0283035" "1877" "1776" "98895" "19457" "219820" "332033" "339082"
"1252" "1" "549" "13.8534" "0.0252338" "0" "0" "87.5901" "0.159545" "197.5" "0.359745" "6.71201" "0.0122259" "9.45049" "0.017214" "11361" "3031" "21475" "15092" "98177" "210390" "217439"
"1253" "1" "537" "82.6505" "0.153911" "118.892" "0.221401" "0" "0" "7.3" "0.013594" "0.948437" "0.00176618" "7.67552" "0.0142933" "14161" "3232" "32949" "20137" "29196" "29277" "36326"
"1254" "1" "593" "153.955" "0.259621" "97.0176" "0.163605" "156.903" "0.264592" "212.7" "0.358685" "2.17411" "0.00366629" "0" "0" "0" "22" "49282" "47352" "46840" "5923" "45846"
"1255" "1" "832" "0" "0" "0" "0" "0" "0" "215.1" "0.487755" "4.61086" "0.0055419" "13.2403" "0.0159138" "3170" "332" "8217" "8438" "8129" "29859" "12045"
"1256" "1" "806" "114.879" "0.142529" "8.91693" "0.0110632" "29.0768" "0.0360755" "514.7" "0.638586" "10.0388" "0.0124551" "22.8347" "0.0283309" "1890298" "1020" "34066" "6361" "6768" "252943" "0"
"1257" "1" "610" "0" "0" "0" "0" "0" "0" "251.8" "0.412787" "5.91678" "0.00969964" "0" "0" "6258" "999" "37148" "20961" "97459" "57445" "100029"
"1258" "1" "761" "41.8093" "0.0549399" "218.526" "0.287156" "15.0076" "0.0197209" "69" "0.0906702" "5.552" "0.00729566" "1.63105" "0.0021433" "20071" "3779" "496733" "30293" "495527" "30173" "515435"
"1259" "1" "889" "180.719" "0.203284" "459.962" "0.517393" "2496.72" "2.80846" "584.8" "0.720197" "18.5456" "0.0208612" "48.4038" "0.0544474" "10523" "8545" "139844" "24917" "138638" "157532" "158546"
"1260" "1" "472" "211.476" "0.448043" "237.785" "0.503781" "0" "0" "87.3" "0.184958" "13.7377" "0.0291054" "10.1701" "0.0215467" "8097" "4048" "6007" "4134" "97934" "371689" "101949"
"1261" "1" "402" "179.617" "0.446809" "0" "0" "0" "0" "120.8" "0.300498" "7.87932" "0.0196003" "27.6319" "0.068736" "1905" "245" "228757" "76541" "85658" "60636" "510431"
"1262" "1" "541" "312.011" "0.576731" "0" "0" "21.2297" "0.0392417" "106.9" "0.197597" "4.91728" "0.00908924" "0" "0" "5019" "1010" "90856" "27214" "88326" "28028" "51452"
"1263" "1" "643" "126.417" "0.196605" "97.277" "0.151286" "82.4219" "0.128183" "0" "0" "5.85841" "0.00911106" "7.48363" "0.0116386" "1147" "1885" "4764" "4784" "106130" "313956" "800"
"1264" "1" "433" "697.833" "1.61162" "0" "0" "0" "0" "88" "0.203233" "6.909" "0.0159561" "17.6537" "0.0407707" "14108" "1797" "14069" "14089" "13900" "177378" "55725"
"1265" "1" "543" "606.223" "1.11643" "0" "0" "54.9467" "0.101191" "123.7" "0.227808" "10.4182" "0.0191864" "5.56475" "0.0102482" "0" "3573" "23630" "4325" "22697" "24786" "217"
"1266" "1" "993" "37.8473" "0.0381141" "97.2388" "0.0979243" "0" "0" "101.4" "0.102115" "11.4542" "0.0115349" "15.5429" "0.0156525" "24712" "7807" "48784" "48104" "48630" "62795" "36648"
"1267" "1" "563" "211.476" "0.375624" "118.892" "0.211177" "0" "0" "123.1" "0.21865" "5.5447" "0.00984849" "0" "0" "13349" "1538" "51456" "12831" "49196" "131212" "340"
"1268" "1" "1463" "0" "0" "0" "0" "3.06072" "0.00209208" "5.5" "0.0037594" "10.2139" "0.00698149" "0" "0" "11348" "192550" "935260" "25531" "992321" "1281389" "1074341"
"1269" "1" "902" "145.488" "0.161295" "144.499" "0.160198" "110.951" "0.123006" "0" "0" "7.20811" "0.00799125" "15.3511" "0.0170189" "13275" "194477" "937187" "23146" "994248" "1283316" "1076268"
"1270" "1" "1134" "282.274" "0.248919" "527.128" "0.464839" "0" "0" "138.2" "0.121869" "5.3842" "0.00474797" "18.0375" "0.0159061" "17997" "199199" "941909" "18940" "998970" "1288038" "1080990"
"1271" "1" "838" "0" "0" "118.892" "0.141876" "0" "0" "425.3" "0.507518" "7.44887" "0.00888887" "0.047972" "5.72E-05" "26145" "143669" "1022942" "61602" "1080003" "1369071" "1162023"
"1272" "1" "932" "78.1541" "0.0838563" "89.1693" "0.0956752" "0" "0" "211.4" "0.226824" "7.52913" "0.00807846" "15.351" "0.0164711" "9720" "101515" "1064818" "103478" "1121879" "1410947" "1203899"
"1273" "1" "563" "522.255" "0.92763" "577.647" "1.02602" "0" "0" "85.3" "0.15151" "9.80537" "0.0174163" "23.1705" "0.0411554" "0" "20791" "1145326" "24693" "1202387" "1491455" "1284407"
"1274" "1" "936" "105.738" "0.112968" "231.325" "0.247142" "0" "0" "149.5" "0.159722" "11.7971" "0.0126037" "3.69384" "0.00394641" "13068" "1247" "1165797" "5149" "1222858" "1511926" "1304878"
"1275" "1" "918" "177.346" "0.193188" "182.381" "0.198673" "30.9399" "0.0337036" "0" "0" "4.31174" "0.00469688" "0" "0" "14988" "0" "1167717" "0" "1224778" "1513846" "1306798"
"1276" "1" "577" "0" "0" "34.6769" "0.0600987" "0" "0" "310.1" "0.537435" "2.33461" "0.00404612" "23.0266" "0.0399074" "6640" "11139" "151583" "9943" "149116" "942923" "8722"
"1277" "1" "477" "328.942" "0.689607" "839.4" "1.75975" "105.237" "0.220622" "207.8" "0.435639" "4.65463" "0.00975814" "7.67552" "0.0160912" "0" "12639" "0" "0" "223590" "47555" "542747"
"1278" "1" "488" "132.403" "0.271317" "179.781" "0.368403" "54.3278" "0.111327" "331" "0.678279" "10.1847" "0.0208704" "13.6241" "0.0279181" "0" "642" "98039" "746" "82079" "180381" "197089"
"1279" "1" "1505" "248.777" "0.1653" "172.998" "0.114949" "0" "0" "630.5" "0.482772" "10.1337" "0.00673334" "5.94853" "0.00395251" "4409" "7039" "179384" "16444" "315794" "74049" "615151"
"1280" "1" "402" "127.573" "0.317346" "77.2801" "0.192239" "0" "0" "69" "0.171642" "3.92506" "0.00976384" "22.0671" "0.0548934" "0" "1802" "279453" "6687" "317944" "990717" "1568892"
"1281" "1" "974" "179.396" "0.184184" "439.185" "0.450909" "0" "0" "723.9" "0.743224" "4.81514" "0.00494367" "11.2254" "0.0115251" "3082" "1704" "86115" "72079" "71586" "1238520" "1816695"
"1282" "1" "455" "25.0857" "0.0551334" "20.7829" "0.0456766" "19.8947" "0.0437246" "0" "0" "6.0554" "0.0133086" "6.95594" "0.0152878" "0" "2171" "78331" "123012" "266063" "1580017" "2158192"
"1283" "1" "738" "0" "0" "118.892" "0.161101" "0" "0" "968.6" "1.31247" "3.77915" "0.0051208" "7.67552" "0.0104004" "0" "14070" "763512" "109663" "1332909" "2646863" "2012606"
"1284" "1" "896" "0" "0" "14.5971" "0.0162914" "110.951" "0.123829" "333.6" "0.372321" "7.29566" "0.00814248" "0" "0" "0" "9732" "1035816" "18772" "1279894" "2685124" "1740623"
"1285" "1" "387" "179.333" "0.463392" "60.3796" "0.15602" "137.434" "0.355128" "647.2" "1.67235" "34.6034" "0.0894144" "47.3484" "0.122347" "8715" "7103" "183233" "94389" "417006" "1822236" "877735"
"1286" "1" "586" "255.816" "0.436546" "116.201" "0.198295" "96.0543" "0.163915" "289.1" "0.493345" "17.7868" "0.030353" "44.8059" "0.0764605" "13735" "15316" "375476" "9585" "271079" "535053" "1190469"
"1287" "1" "924" "105.738" "0.114435" "0" "0" "0" "0" "457.5" "0.49513" "1.16731" "0.00126332" "35.8831" "0.0388345" "22513" "5999" "134868" "34871" "185850" "129184" "1245439"
"1288" "1" "528" "105.738" "0.200261" "143.634" "0.272034" "0" "0" "495.4" "0.938258" "1.72907" "0.00327476" "8.58699" "0.0162632" "0" "756" "54376" "39747" "60546" "59544" "216773"
"1289" "1" "604" "291.283" "0.482257" "0" "0" "0" "0" "57.8" "0.0956954" "3.35601" "0.0055563" "6.71608" "0.0111193" "221" "4573" "7423" "6068" "5850" "5334" "146921"
"1290" "1" "442" "137" "0.309954" "68.3631" "0.154668" "71.9269" "0.162731" "0" "0" "1.58316" "0.0035818" "1.87091" "0.00423282" "1384" "470" "251042" "42198" "250300" "1652633" "2374863"
"1291" "1" "1083" "206.203" "0.1904" "261.057" "0.24105" "0" "0" "125.8" "0.116159" "12.3078" "0.0113645" "39.2411" "0.0362337" "2467" "26195" "706300" "165452" "1258508" "2660841" "1761562"
"1292" "1" "698" "168.262" "0.241062" "70.3447" "0.10078" "0" "0" "318.8" "0.456734" "0" "0" "8.53902" "0.0122335" "0" "0" "260633" "3782" "1048847" "3106574" "1315895"
"1293" "1" "617" "0" "0" "73.2343" "0.118694" "9.5544" "0.0154853" "192.6" "0.312156" "7.29566" "0.0118244" "7.67552" "0.0124401" "0" "1810" "333605" "8653" "122311" "3084907" "389359"
"1294" "1" "442" "105.738" "0.239226" "118.892" "0.268987" "0" "0" "206.4" "0.466968" "0.817115" "0.00184868" "6.23636" "0.0141094" "11143" "9333" "694993" "47203" "783612" "1847761" "721222"
"1295" "1" "790" "105.738" "0.133845" "0" "0" "110.951" "0.140444" "138.7" "0.17557" "5.44256" "0.00688932" "15.5429" "0.0196746" "8023" "2815" "876272" "40683" "1047635" "1026575" "1542572"
"1296" "1" "596" "449.617" "0.754391" "340.836" "0.571872" "472.836" "0.79335" "0" "0" "1.29863" "0.00217891" "23.0266" "0.0386352" "0" "1343" "15294" "11854" "15038" "225410" "73389"
"1297" "1" "692" "389.177" "0.562394" "118.892" "0.17181" "221.881" "0.320637" "182.3" "0.263439" "2.1887" "0.00316286" "6.71608" "0.00970532" "19585" "1033" "20103" "18784" "19417" "81622" "54703"
"1298" "1" "618" "53.3844" "0.0863826" "0" "0" "40.6327" "0.0657487" "0.6" "0.000970874" "2.15222" "0.00348256" "6.71608" "0.0108674" "7193" "696" "33064" "33093" "150671" "3154" "225276"
"1299" "1" "538" "97.123" "0.180526" "91.0853" "0.169303" "0" "0" "0" "0" "3.76456" "0.00699732" "0" "0" "7866" "2285" "20315" "20289" "101425" "186302" "114713"
"1300" "1" "451" "89.1876" "0.197755" "0" "0" "85.7002" "0.190023" "0" "0" "1.61234" "0.00357504" "8.20321" "0.0181889" "83833" "176" "26078" "13490" "92202" "814821" "1116814"
"1301" "1" "1225" "143.436" "0.11709" "67.3146" "0.0549507" "67.6261" "0.055205" "101.4" "0.0827755" "9.62298" "0.00785549" "0" "0" "76415" "576" "33150" "20562" "84784" "821893" "1123886"
